[2025-04-09 18:24:39] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:24:39, systemid=3, lat=35.0683093, lon=129.0868031, alt=28.431, dist_traveled=null, wp_dist=807, dist_to_home=1.3462046254820941E7, vertical_speed=-0.13952416, ground_speed=24.970484, wind_vel=0.01266997, airspeed=24.890892, gps_hdop=1.21, roll=-2.21, pitch=-2.71, yaw=44.78, ch3percent=63.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1636}
[2025-04-09 18:25:21] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:21, systemid=3, lat=35.0724695, lon=129.0914289, alt=25.426, dist_traveled=null, wp_dist=482, dist_to_home=1.346223206630448E7, vertical_speed=0.7484482, ground_speed=25.320719, wind_vel=0.016361183, airspeed=25.339151, gps_hdop=1.21, roll=-12.21, pitch=-0.60, yaw=-149.72, ch3percent=68.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1686}
[2025-04-09 18:25:22] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:22, systemid=3, lat=35.0722686, lon=129.0913028, alt=26.187, dist_traveled=null, wp_dist=457, dist_to_home=1.3462231117422307E7, vertical_speed=0.74829626, ground_speed=25.184965, wind_vel=0.0137824295, airspeed=25.268206, gps_hdop=1.21, roll=-10.63, pitch=-0.56, yaw=-153.80, ch3percent=67.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1675}
[2025-04-09 18:25:23] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:23, systemid=3, lat=35.0720608, lon=129.0911919, alt=26.858, dist_traveled=null, wp_dist=432, dist_to_home=1.3462231746399129E7, vertical_speed=0.59929097, ground_speed=25.12757, wind_vel=0.012572068, airspeed=25.152578, gps_hdop=1.21, roll=-8.17, pitch=-0.94, yaw=-156.94, ch3percent=66.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1666}
[2025-04-09 18:25:24] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:24, systemid=3, lat=35.0718502, lon=129.0910932, alt=27.421, dist_traveled=null, wp_dist=407, dist_to_home=1.3462233513010023E7, vertical_speed=0.49605578, ground_speed=25.045687, wind_vel=0.01132276, airspeed=25.092138, gps_hdop=1.21, roll=-5.63, pitch=-1.26, yaw=-159.47, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1657}
[2025-04-09 18:25:25] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:25, systemid=3, lat=35.0716382, lon=129.0910036, alt=27.863, dist_traveled=null, wp_dist=382, dist_to_home=1.346223609577982E7, vertical_speed=0.42170885, ground_speed=24.973667, wind_vel=0.010491168, airspeed=24.995626, gps_hdop=1.21, roll=-3.13, pitch=-1.40, yaw=-161.05, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1656}
[2025-04-09 18:25:26] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:26, systemid=3, lat=35.0714237, lon=129.0909184, alt=28.218, dist_traveled=null, wp_dist=357, dist_to_home=1.3462239158876058E7, vertical_speed=0.3591947, ground_speed=24.990204, wind_vel=0.009577342, airspeed=24.973732, gps_hdop=1.21, roll=-1.39, pitch=-1.54, yaw=-161.99, ch3percent=65.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1652}
[2025-04-09 18:25:27] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:27, systemid=3, lat=35.0712104, lon=129.0908362, alt=28.55, dist_traveled=null, wp_dist=332, dist_to_home=1.34622424128243E7, vertical_speed=0.26190335, ground_speed=24.94135, wind_vel=0.0097108185, airspeed=24.948036, gps_hdop=1.21, roll=0.10, pitch=-1.75, yaw=-162.29, ch3percent=64.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1646}
[2025-04-09 18:25:28] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:28, systemid=3, lat=35.070997, lon=129.0907543, alt=28.799, dist_traveled=null, wp_dist=307, dist_to_home=1.3462245696119662E7, vertical_speed=0.23521118, ground_speed=24.906769, wind_vel=0.010649721, airspeed=24.930775, gps_hdop=1.21, roll=0.89, pitch=-1.81, yaw=-162.15, ch3percent=64.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1645}
[2025-04-09 18:25:29] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:29, systemid=3, lat=35.0707831, lon=129.090671, alt=29.033, dist_traveled=null, wp_dist=282, dist_to_home=1.346224888738616E7, vertical_speed=0.2285843, ground_speed=24.93628, wind_vel=0.010914613, airspeed=24.960388, gps_hdop=1.21, roll=1.03, pitch=-1.83, yaw=-161.98, ch3percent=64.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1644}
[2025-04-09 18:25:30] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:30, systemid=3, lat=35.0705696, lon=129.0905864, alt=29.235, dist_traveled=null, wp_dist=257, dist_to_home=1.3462251952538323E7, vertical_speed=0.2029304, ground_speed=24.944708, wind_vel=0.011187744, airspeed=24.92915, gps_hdop=1.21, roll=1.28, pitch=-1.85, yaw=-161.63, ch3percent=64.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1641}
[2025-04-09 18:25:31] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:31, systemid=3, lat=35.0703561, lon=129.0904997, alt=29.398, dist_traveled=null, wp_dist=232, dist_to_home=1.3462254844416281E7, vertical_speed=0.16888022, ground_speed=24.966219, wind_vel=0.010282789, airspeed=24.907187, gps_hdop=1.21, roll=1.16, pitch=-2.01, yaw=-161.18, ch3percent=64.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1641}
[2025-04-09 18:25:32] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:32, systemid=3, lat=35.0701437, lon=129.0904115, alt=29.526, dist_traveled=null, wp_dist=207, dist_to_home=1.3462257560761193E7, vertical_speed=0.09150108, ground_speed=24.99198, wind_vel=0.009464089, airspeed=24.91878, gps_hdop=1.21, roll=0.91, pitch=-2.19, yaw=-160.83, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1639}
[2025-04-09 18:25:33] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:33, systemid=3, lat=35.0699312, lon=129.0903218, alt=29.618, dist_traveled=null, wp_dist=182, dist_to_home=1.3462260158011517E7, vertical_speed=0.10850346, ground_speed=25.012062, wind_vel=0.008400535, airspeed=24.93185, gps_hdop=1.21, roll=0.30, pitch=-2.12, yaw=-160.66, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1639}
[2025-04-09 18:25:34] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:34, systemid=3, lat=35.0697191, lon=129.0902317, alt=29.704, dist_traveled=null, wp_dist=157, dist_to_home=1.3462262703362426E7, vertical_speed=0.085043974, ground_speed=25.007542, wind_vel=0.007677009, airspeed=24.941387, gps_hdop=1.21, roll=0.47, pitch=-2.25, yaw=-160.49, ch3percent=63.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1636}
[2025-04-09 18:25:35] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:35, systemid=3, lat=35.0695069, lon=129.0901409, alt=29.762, dist_traveled=null, wp_dist=132, dist_to_home=1.3462265195589816E7, vertical_speed=0.06943747, ground_speed=25.025143, wind_vel=0.0069332747, airspeed=24.920872, gps_hdop=1.21, roll=0.10, pitch=-2.18, yaw=-160.38, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1639}
[2025-04-09 18:25:36] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:36, systemid=3, lat=35.0692948, lon=129.09005, alt=29.819, dist_traveled=null, wp_dist=107, dist_to_home=1.3462267674766734E7, vertical_speed=0.046669055, ground_speed=25.0266, wind_vel=0.0066014617, airspeed=24.955292, gps_hdop=1.21, roll=-0.17, pitch=-2.30, yaw=-160.37, ch3percent=63.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1638}
[2025-04-09 18:25:37] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:37, systemid=3, lat=35.0690824, lon=129.0899593, alt=29.843, dist_traveled=null, wp_dist=82, dist_to_home=1.3462270184445783E7, vertical_speed=0.0065523773, ground_speed=25.03409, wind_vel=0.006169502, airspeed=25.003128, gps_hdop=1.21, roll=0.19, pitch=-2.36, yaw=-160.42, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1634}
[2025-04-09 18:25:38] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:38, systemid=3, lat=35.0688702, lon=129.0898686, alt=29.882, dist_traveled=null, wp_dist=57, dist_to_home=1.3462272684617976E7, vertical_speed=0.0556592, ground_speed=25.021328, wind_vel=0.005826437, airspeed=24.991293, gps_hdop=1.21, roll=0.10, pitch=-2.24, yaw=-160.49, ch3percent=63.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1633}
[2025-04-09 18:25:39] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:39, systemid=3, lat=35.0686577, lon=129.089778, alt=29.903, dist_traveled=null, wp_dist=284, dist_to_home=1.3462275207045525E7, vertical_speed=0.018362487, ground_speed=25.019403, wind_vel=0.0056326617, airspeed=25.008085, gps_hdop=1.21, roll=0.01, pitch=-2.32, yaw=-160.44, ch3percent=63.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1633}
[2025-04-09 18:25:40] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:40, systemid=3, lat=35.0684507, lon=129.089672, alt=29.942, dist_traveled=null, wp_dist=262, dist_to_home=1.3462276200695498E7, vertical_speed=0.54644895, ground_speed=25.126978, wind_vel=0.004037272, airspeed=25.055386, gps_hdop=1.21, roll=39.41, pitch=2.13, yaw=-150.88, ch3percent=74.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1745}
[2025-04-09 18:25:41] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:41, systemid=3, lat=35.0682687, lon=129.089509, alt=30.437, dist_traveled=null, wp_dist=238, dist_to_home=1.3462271317784354E7, vertical_speed=-0.25209448, ground_speed=25.055288, wind_vel=0.007948847, airspeed=25.019876, gps_hdop=1.21, roll=25.61, pitch=-2.36, yaw=-141.13, ch3percent=62.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1623}
[2025-04-09 18:25:42] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:42, systemid=3, lat=35.0681076, lon=129.0893161, alt=30.367, dist_traveled=null, wp_dist=213, dist_to_home=1.3462262986012427E7, vertical_speed=-0.18407391, ground_speed=25.045748, wind_vel=0.010990346, airspeed=25.037666, gps_hdop=1.21, roll=18.35, pitch=-2.50, yaw=-133.07, ch3percent=61.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1617}
[2025-04-09 18:25:43] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:43, systemid=3, lat=35.0679655, lon=129.0891023, alt=30.195, dist_traveled=null, wp_dist=188, dist_to_home=1.3462252036954973E7, vertical_speed=-0.18591982, ground_speed=25.028349, wind_vel=0.012597169, airspeed=24.978031, gps_hdop=1.21, roll=12.68, pitch=-2.64, yaw=-127.51, ch3percent=61.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1618}
[2025-04-09 18:25:44] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:44, systemid=3, lat=35.0678378, lon=129.0888781, alt=29.997, dist_traveled=null, wp_dist=163, dist_to_home=1.3462239552877955E7, vertical_speed=-0.14375284, ground_speed=24.985033, wind_vel=0.011342102, airspeed=24.959595, gps_hdop=1.21, roll=6.88, pitch=-2.74, yaw=-123.84, ch3percent=62.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1625}
[2025-04-09 18:25:45] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:45, systemid=3, lat=35.067717, lon=129.0886471, alt=29.868, dist_traveled=null, wp_dist=138, dist_to_home=1.3462226183392089E7, vertical_speed=-0.09154832, ground_speed=24.987915, wind_vel=0.010235073, airspeed=24.985619, gps_hdop=1.21, roll=2.35, pitch=-2.64, yaw=-122.08, ch3percent=63.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1630}
[2025-04-09 18:25:46] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:46, systemid=3, lat=35.0675985, lon=129.0884138, alt=29.794, dist_traveled=null, wp_dist=113, dist_to_home=1.346221251594267E7, vertical_speed=-0.0093992045, ground_speed=25.02212, wind_vel=0.01007386, airspeed=24.983656, gps_hdop=1.21, roll=-0.67, pitch=-2.38, yaw=-121.57, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1634}
[2025-04-09 18:25:47] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:47, systemid=3, lat=35.0674787, lon=129.0881797, alt=29.791, dist_traveled=null, wp_dist=88, dist_to_home=1.3462198843533946E7, vertical_speed=0.022937989, ground_speed=25.043041, wind_vel=0.009426325, airspeed=25.037409, gps_hdop=1.21, roll=-2.13, pitch=-2.35, yaw=-121.99, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1634}
[2025-04-09 18:25:48] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:48, systemid=3, lat=35.0673571, lon=129.0879487, alt=29.829, dist_traveled=null, wp_dist=63, dist_to_home=1.3462185511312477E7, vertical_speed=0.03335803, ground_speed=25.045378, wind_vel=0.009273749, airspeed=25.0206, gps_hdop=1.21, roll=-2.69, pitch=-2.36, yaw=-122.85, ch3percent=63.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1636}
[2025-04-09 18:25:49] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:49, systemid=3, lat=35.0672318, lon=129.0877192, alt=29.881, dist_traveled=null, wp_dist=38, dist_to_home=1.346217247667494E7, vertical_speed=0.081393555, ground_speed=25.069698, wind_vel=0.010268443, airspeed=24.971994, gps_hdop=1.21, roll=-2.57, pitch=-2.25, yaw=-123.69, ch3percent=63.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1633}
[2025-04-09 18:25:50] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:50, systemid=3, lat=35.0671037, lon=129.0874922, alt=29.924, dist_traveled=null, wp_dist=13, dist_to_home=1.3462159779765852E7, vertical_speed=-0.015674535, ground_speed=25.068321, wind_vel=0.011481039, airspeed=24.980492, gps_hdop=1.21, roll=-2.20, pitch=-2.45, yaw=-124.53, ch3percent=63.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1632}
[2025-04-09 18:25:51] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:51, systemid=3, lat=35.0669735, lon=129.0872677, alt=29.943, dist_traveled=null, wp_dist=116, dist_to_home=1.3462147387665998E7, vertical_speed=-0.04069034, ground_speed=25.072556, wind_vel=0.013714186, airspeed=24.976412, gps_hdop=1.21, roll=-1.24, pitch=-2.52, yaw=-125.18, ch3percent=63.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1635}
[2025-04-09 18:25:52] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:52, systemid=3, lat=35.0668602, lon=129.0870301, alt=29.925, dist_traveled=null, wp_dist=98, dist_to_home=1.3462133120340081E7, vertical_speed=0.8957229, ground_speed=25.367651, wind_vel=0.014833723, airspeed=25.090738, gps_hdop=1.21, roll=49.32, pitch=5.05, yaw=-106.86, ch3percent=90.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1903}
[2025-04-09 18:25:53] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:53, systemid=3, lat=35.0668304, lon=129.086758, alt=31.14, dist_traveled=null, wp_dist=77, dist_to_home=1.3462112081063855E7, vertical_speed=-0.3506893, ground_speed=25.052423, wind_vel=0.014194267, airspeed=25.116386, gps_hdop=1.21, roll=39.29, pitch=-1.99, yaw=-94.50, ch3percent=62.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1628}
[2025-04-09 18:25:54] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:54, systemid=3, lat=35.066854, lon=129.0864858, alt=31.035, dist_traveled=null, wp_dist=958, dist_to_home=1.346208852238813E7, vertical_speed=-0.2416357, ground_speed=25.128231, wind_vel=0.011513072, airspeed=25.096312, gps_hdop=1.21, roll=56.81, pitch=-0.82, yaw=-74.39, ch3percent=81.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1819}
[2025-04-09 18:25:55] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:55, systemid=3, lat=35.066985, lon=129.0862636, alt=31.951, dist_traveled=null, wp_dist=957, dist_to_home=1.34620640369297E7, vertical_speed=1.7713792, ground_speed=25.402939, wind_vel=0.015125576, airspeed=25.554575, gps_hdop=1.21, roll=52.85, pitch=3.98, yaw=-40.28, ch3percent=69.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1694}
[2025-04-09 18:25:56] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:56, systemid=3, lat=35.0671827, lon=129.0861272, alt=32.507, dist_traveled=null, wp_dist=945, dist_to_home=1.3462043491106408E7, vertical_speed=-0.19216436, ground_speed=25.252459, wind_vel=0.013007101, airspeed=25.36174, gps_hdop=1.21, roll=52.04, pitch=-0.26, yaw=-21.31, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1634}
[2025-04-09 18:25:57] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:57, systemid=3, lat=35.0674057, lon=129.086089, alt=32.148, dist_traveled=null, wp_dist=927, dist_to_home=1.3462029854314666E7, vertical_speed=-0.50679016, ground_speed=25.097157, wind_vel=0.011520106, airspeed=25.207685, gps_hdop=1.21, roll=47.71, pitch=-1.29, yaw=0.40, ch3percent=58.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1587}
[2025-04-09 18:25:58] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:58, systemid=3, lat=35.0676254, lon=129.0861452, alt=31.345, dist_traveled=null, wp_dist=904, dist_to_home=1.3462024157966925E7, vertical_speed=-0.9063489, ground_speed=24.936459, wind_vel=0.010190345, airspeed=24.985363, gps_hdop=1.21, roll=40.27, pitch=-2.71, yaw=17.91, ch3percent=55.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1559}
[2025-04-09 18:25:59] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:25:59, systemid=3, lat=35.0678243, lon=129.0862709, alt=30.278, dist_traveled=null, wp_dist=879, dist_to_home=1.3462025171381492E7, vertical_speed=-1.001872, ground_speed=24.870094, wind_vel=0.008189483, airspeed=24.894281, gps_hdop=1.21, roll=29.08, pitch=-3.62, yaw=31.23, ch3percent=56.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1560}
[2025-04-09 18:26:00] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:26:00, systemid=3, lat=35.068001, lon=129.0864392, alt=29.269, dist_traveled=null, wp_dist=854, dist_to_home=1.3462030741887074E7, vertical_speed=-0.7981017, ground_speed=24.903065, wind_vel=0.005650772, airspeed=24.840628, gps_hdop=1.21, roll=15.48, pitch=-3.79, yaw=39.71, ch3percent=58.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1586}
[2025-04-09 18:26:01] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:26:01, systemid=3, lat=35.068164, lon=129.0866276, alt=28.616, dist_traveled=null, wp_dist=830, dist_to_home=1.3462038614169147E7, vertical_speed=-0.40601966, ground_speed=24.99755, wind_vel=0.0037148516, airspeed=24.87957, gps_hdop=1.21, roll=4.25, pitch=-3.18, yaw=43.74, ch3percent=61.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1616}
[2025-04-09 18:26:02] {GCS_IP=202.165.85.175, timestamp=2025-04-09 18:26:02, systemid=3, lat=35.0683228, lon=129.0868208, alt=28.392, dist_traveled=null, wp_dist=805, dist_to_home=1.3462047079687586E7, vertical_speed=-0.04628344, ground_speed=25.00913, wind_vel=0.0053838324, airspeed=24.953747, gps_hdop=1.21, roll=-2.96, pitch=-2.40, yaw=44.23, ch3percent=63.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1636}
