[2025-04-10 05:19:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:19:37, systemid=3, lat=35.0729846, lon=129.0906986, alt=30.024, dist_traveled=null, wp_dist=177, dist_to_home=1.3462147616258275E7, vertical_speed=0.026922783, ground_speed=25.50125, wind_vel=0.0, airspeed=24.976934, gps_hdop=1.21, roll=0.14, pitch=-2.45, yaw=32.66, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654}
[2025-04-10 05:19:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:19:38, systemid=3, lat=35.073176, lon=129.0908519, alt=30.015, dist_traveled=null, wp_dist=151, dist_to_home=1.346215125487254E7, vertical_speed=0.010519842, ground_speed=25.49063, wind_vel=0.1852124, airspeed=24.98156, gps_hdop=1.21, roll=-0.01, pitch=-2.40, yaw=32.70, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:24, systemid=3, lat=35.0694133, lon=129.0878684, alt=29.451, dist_traveled=null, wp_dist=651, dist_to_home=1.3462082190847147E7, vertical_speed=0.133581, ground_speed=25.35953, wind_vel=0.052541383, airspeed=24.934637, gps_hdop=1.21, roll=-2.54, pitch=-2.00, yaw=33.33, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:25, systemid=3, lat=35.0696052, lon=129.0880196, alt=29.601, dist_traveled=null, wp_dist=626, dist_to_home=1.3462085635149678E7, vertical_speed=0.1430637, ground_speed=25.347797, wind_vel=0.04965945, airspeed=24.943785, gps_hdop=1.21, roll=-1.12, pitch=-1.94, yaw=32.64, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:26, systemid=3, lat=35.0697966, lon=129.0881681, alt=29.722, dist_traveled=null, wp_dist=600, dist_to_home=1.3462088880178135E7, vertical_speed=0.006830115, ground_speed=25.291672, wind_vel=0.050920118, airspeed=24.848854, gps_hdop=1.21, roll=-0.36, pitch=-2.23, yaw=32.38, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:27, systemid=3, lat=35.0699891, lon=129.0883168, alt=29.785, dist_traveled=null, wp_dist=575, dist_to_home=1.3462092089842213E7, vertical_speed=0.04056448, ground_speed=25.292704, wind_vel=0.056165695, airspeed=24.923668, gps_hdop=1.21, roll=0.16, pitch=-2.23, yaw=32.27, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:28, systemid=3, lat=35.0701811, lon=129.0884654, alt=29.827, dist_traveled=null, wp_dist=550, dist_to_home=1.346209531464864E7, vertical_speed=0.011383737, ground_speed=25.32232, wind_vel=0.06304854, airspeed=24.888338, gps_hdop=1.21, roll=0.52, pitch=-2.29, yaw=32.39, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:29, systemid=3, lat=35.0703742, lon=129.0886158, alt=29.891, dist_traveled=null, wp_dist=524, dist_to_home=1.3462098636035036E7, vertical_speed=0.02287689, ground_speed=25.36201, wind_vel=0.0708815, airspeed=24.960505, gps_hdop=1.21, roll=0.76, pitch=-2.33, yaw=32.54, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:30, systemid=3, lat=35.0705665, lon=129.0887668, alt=29.968, dist_traveled=null, wp_dist=499, dist_to_home=1.3462102044397939E7, vertical_speed=0.089026, ground_speed=25.37969, wind_vel=0.078926146, airspeed=24.947578, gps_hdop=1.21, roll=0.55, pitch=-2.18, yaw=32.81, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:31, systemid=3, lat=35.0707586, lon=129.0889187, alt=30.014, dist_traveled=null, wp_dist=473, dist_to_home=1.3462105536258558E7, vertical_speed=-0.011120415, ground_speed=25.401207, wind_vel=0.08598749, airspeed=24.913013, gps_hdop=1.21, roll=0.40, pitch=-2.45, yaw=32.94, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:32, systemid=3, lat=35.0709505, lon=129.0890712, alt=30.067, dist_traveled=null, wp_dist=448, dist_to_home=1.3462109086876646E7, vertical_speed=0.007531123, ground_speed=25.43355, wind_vel=0.09287194, airspeed=24.90893, gps_hdop=1.21, roll=0.56, pitch=-2.46, yaw=33.00, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:33, systemid=3, lat=35.0711421, lon=129.089224, alt=30.066, dist_traveled=null, wp_dist=422, dist_to_home=1.3462112676215596E7, vertical_speed=-0.0132661, ground_speed=25.457977, wind_vel=0.09918554, airspeed=24.938507, gps_hdop=1.21, roll=0.48, pitch=-2.54, yaw=33.14, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:34, systemid=3, lat=35.0713336, lon=129.0893774, alt=30.048, dist_traveled=null, wp_dist=397, dist_to_home=1.3462116319608293E7, vertical_speed=-0.014707076, ground_speed=25.456303, wind_vel=0.10613271, airspeed=24.953293, gps_hdop=1.21, roll=0.01, pitch=-2.50, yaw=33.26, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:35, systemid=3, lat=35.0715244, lon=129.0895301, alt=30.019, dist_traveled=null, wp_dist=372, dist_to_home=1.3462119938070618E7, vertical_speed=-0.036152802, ground_speed=25.447027, wind_vel=0.11345562, airspeed=24.918272, gps_hdop=1.21, roll=0.19, pitch=-2.49, yaw=33.27, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:36, systemid=3, lat=35.0717158, lon=129.0896833, alt=30.017, dist_traveled=null, wp_dist=346, dist_to_home=1.3462123569417402E7, vertical_speed=0.012322649, ground_speed=25.440884, wind_vel=0.12100455, airspeed=24.959751, gps_hdop=1.21, roll=0.19, pitch=-2.45, yaw=33.22, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:37, systemid=3, lat=35.071907, lon=129.0898367, alt=30.018, dist_traveled=null, wp_dist=321, dist_to_home=1.3462127226535313E7, vertical_speed=0.019489765, ground_speed=25.4558, wind_vel=0.12806846, airspeed=24.990728, gps_hdop=1.21, roll=0.18, pitch=-2.42, yaw=33.42, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:38, systemid=3, lat=35.0720982, lon=129.0899904, alt=30.056, dist_traveled=null, wp_dist=295, dist_to_home=1.3462130908263879E7, vertical_speed=0.009179131, ground_speed=25.460953, wind_vel=0.13503876, airspeed=25.00521, gps_hdop=1.21, roll=0.01, pitch=-2.39, yaw=33.45, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:39, systemid=3, lat=35.0722891, lon=129.0901438, alt=30.073, dist_traveled=null, wp_dist=270, dist_to_home=1.3462134579235477E7, vertical_speed=0.020756686, ground_speed=25.425503, wind_vel=0.14297153, airspeed=24.949465, gps_hdop=1.21, roll=0.03, pitch=-2.33, yaw=33.33, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:40, systemid=3, lat=35.0724793, lon=129.0902962, alt=30.063, dist_traveled=null, wp_dist=244, dist_to_home=1.3462138200541046E7, vertical_speed=-0.035655037, ground_speed=25.382637, wind_vel=0.15147735, airspeed=24.958534, gps_hdop=1.21, roll=-0.12, pitch=-2.47, yaw=33.24, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:41, systemid=3, lat=35.0726701, lon=129.0904489, alt=30.051, dist_traveled=null, wp_dist=219, dist_to_home=1.3462141818237297E7, vertical_speed=-0.037357323, ground_speed=25.399286, wind_vel=0.15912935, airspeed=24.962795, gps_hdop=1.21, roll=0.03, pitch=-2.45, yaw=33.34, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:42, systemid=3, lat=35.0728617, lon=129.0906024, alt=30.056, dist_traveled=null, wp_dist=194, dist_to_home=1.3462145464146936E7, vertical_speed=0.031082254, ground_speed=25.423792, wind_vel=0.16550334, airspeed=24.979025, gps_hdop=1.21, roll=0.12, pitch=-2.36, yaw=33.35, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:43, systemid=3, lat=35.0730538, lon=129.0907562, alt=30.034, dist_traveled=null, wp_dist=168, dist_to_home=1.3462149111148316E7, vertical_speed=0.0062809144, ground_speed=25.467928, wind_vel=0.17055386, airspeed=24.998102, gps_hdop=1.21, roll=0.05, pitch=-2.48, yaw=33.37, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:44, systemid=3, lat=35.0732455, lon=129.0909097, alt=30.07, dist_traveled=null, wp_dist=142, dist_to_home=1.346215275209671E7, vertical_speed=0.036910847, ground_speed=25.482504, wind_vel=0.17597668, airspeed=24.977495, gps_hdop=1.21, roll=0.16, pitch=-2.51, yaw=33.38, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:45, systemid=3, lat=35.0734373, lon=129.0910632, alt=30.068, dist_traveled=null, wp_dist=117, dist_to_home=1.3462156388212679E7, vertical_speed=0.008748111, ground_speed=25.47821, wind_vel=0.18174464, airspeed=24.982925, gps_hdop=1.21, roll=-0.11, pitch=-2.47, yaw=33.39, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:46, systemid=3, lat=35.0736285, lon=129.091216, alt=30.081, dist_traveled=null, wp_dist=91, dist_to_home=1.3462159994699944E7, vertical_speed=0.016101854, ground_speed=25.455658, wind_vel=0.18742268, airspeed=24.990005, gps_hdop=1.21, roll=0.22, pitch=-2.44, yaw=33.32, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:47, systemid=3, lat=35.0738198, lon=129.0913691, alt=30.039, dist_traveled=null, wp_dist=66, dist_to_home=1.3462163621093573E7, vertical_speed=0.021943374, ground_speed=25.4606, wind_vel=0.19356485, airspeed=24.986254, gps_hdop=1.21, roll=0.13, pitch=-2.35, yaw=33.41, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:48] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:48, systemid=3, lat=35.0740099, lon=129.0915215, alt=30.057, dist_traveled=null, wp_dist=645, dist_to_home=1.3462167246082913E7, vertical_speed=0.03237798, ground_speed=25.408117, wind_vel=0.20116873, airspeed=24.98393, gps_hdop=1.21, roll=14.03, pitch=-2.75, yaw=36.00, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:49] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:49, systemid=3, lat=35.0741416, lon=129.0917326, alt=30.141, dist_traveled=null, wp_dist=665, dist_to_home=1.3462178458349677E7, vertical_speed=2.1448529, ground_speed=24.41761, wind_vel=0.20787174, airspeed=24.639305, gps_hdop=1.21, roll=54.91, pitch=7.28, yaw=81.35, ch3percent=42.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1425, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:50] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:50, systemid=3, lat=35.0741388, lon=129.09199, alt=30.686, dist_traveled=null, wp_dist=672, dist_to_home=1.3462199815075012E7, vertical_speed=-1.5102826, ground_speed=23.04154, wind_vel=0.21153076, airspeed=22.906288, gps_hdop=1.21, roll=55.66, pitch=-2.66, yaw=96.61, ch3percent=43.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1439, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:51] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:51, systemid=3, lat=35.0740589, lon=129.0922198, alt=29.027, dist_traveled=null, wp_dist=672, dist_to_home=1.3462222522606459E7, vertical_speed=-1.567916, ground_speed=23.163643, wind_vel=0.21245095, airspeed=22.69083, gps_hdop=1.21, roll=55.37, pitch=-2.51, yaw=126.89, ch3percent=57.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1575, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:52] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:52, systemid=3, lat=35.0738895, lon=129.0923647, alt=27.946, dist_traveled=null, wp_dist=659, dist_to_home=1.346224243936532E7, vertical_speed=-0.6102315, ground_speed=23.660727, wind_vel=0.20944153, airspeed=23.148827, gps_hdop=1.21, roll=54.52, pitch=-0.40, yaw=159.38, ch3percent=64.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1644, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:53] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:53, systemid=3, lat=35.0736784, lon=129.0923863, alt=27.491, dist_traveled=null, wp_dist=639, dist_to_home=1.3462254150412804E7, vertical_speed=-0.37125754, ground_speed=23.986958, wind_vel=0.20195226, airspeed=23.456224, gps_hdop=1.21, roll=49.87, pitch=-0.44, yaw=-174.13, ch3percent=62.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1624, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:54] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:54, systemid=3, lat=35.0734741, lon=129.0923039, alt=26.971, dist_traveled=null, wp_dist=615, dist_to_home=1.3462256965733796E7, vertical_speed=-0.6563988, ground_speed=24.152752, wind_vel=0.19044541, airspeed=23.68539, gps_hdop=1.21, roll=38.13, pitch=-2.04, yaw=-155.78, ch3percent=58.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1582, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:55, systemid=3, lat=35.0732916, lon=129.0921594, alt=26.198, dist_traveled=null, wp_dist=591, dist_to_home=1.3462253634748032E7, vertical_speed=-0.7191836, ground_speed=24.335306, wind_vel=0.17765832, airspeed=23.780518, gps_hdop=1.21, roll=19.60, pitch=-3.33, yaw=-144.47, ch3percent=59.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1597, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:56, systemid=3, lat=35.0731226, lon=129.0919874, alt=25.661, dist_traveled=null, wp_dist=568, dist_to_home=1.3462247400969625E7, vertical_speed=-0.2331613, ground_speed=24.59591, wind_vel=0.16413695, airspeed=24.02101, gps_hdop=1.21, roll=1.60, pitch=-2.75, yaw=-139.70, ch3percent=64.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1649, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:57] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:57, systemid=3, lat=35.0729538, lon=129.091812, alt=25.674, dist_traveled=null, wp_dist=544, dist_to_home=1.3462240877293508E7, vertical_speed=0.28764838, ground_speed=24.834343, wind_vel=0.14928547, airspeed=24.273922, gps_hdop=1.21, roll=-8.69, pitch=-1.60, yaw=-140.43, ch3percent=68.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1685, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:58] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:58, systemid=3, lat=35.0727752, lon=129.0916456, alt=26.067, dist_traveled=null, wp_dist=520, dist_to_home=1.346223555660602E7, vertical_speed=0.54367614, ground_speed=25.07024, wind_vel=0.13525562, airspeed=24.527922, gps_hdop=1.21, roll=-12.99, pitch=-0.91, yaw=-145.03, ch3percent=70.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1701, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:23:59] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:23:59, systemid=3, lat=35.0725868, lon=129.0914961, alt=26.615, dist_traveled=null, wp_dist=496, dist_to_home=1.3462232090351097E7, vertical_speed=0.5393813, ground_speed=25.194933, wind_vel=0.121755935, airspeed=24.707966, gps_hdop=1.21, roll=-12.84, pitch=-0.94, yaw=-149.50, ch3percent=69.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1698, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:24:00] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:24:00, systemid=3, lat=35.0723869, lon=129.0913632, alt=27.198, dist_traveled=null, wp_dist=471, dist_to_home=1.346223053375749E7, vertical_speed=0.52296746, ground_speed=25.245983, wind_vel=0.10905585, airspeed=24.743456, gps_hdop=1.21, roll=-11.79, pitch=-1.06, yaw=-152.60, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:24:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:24:01, systemid=3, lat=35.0721814, lon=129.0912478, alt=27.71, dist_traveled=null, wp_dist=446, dist_to_home=1.3462230683533981E7, vertical_speed=0.42716718, ground_speed=25.28038, wind_vel=0.097617656, airspeed=24.79514, gps_hdop=1.21, roll=-9.19, pitch=-1.25, yaw=-156.14, ch3percent=68.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1680, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:24:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:24:02, systemid=3, lat=35.0719706, lon=129.0911455, alt=28.095, dist_traveled=null, wp_dist=421, dist_to_home=1.3462232162746374E7, vertical_speed=0.31716624, ground_speed=25.257898, wind_vel=0.08764897, airspeed=24.823547, gps_hdop=1.21, roll=-6.65, pitch=-1.56, yaw=-158.96, ch3percent=67.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1676, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:24:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:24:03, systemid=3, lat=35.0717564, lon=129.0910527, alt=28.438, dist_traveled=null, wp_dist=396, dist_to_home=1.3462234585169138E7, vertical_speed=0.26262215, ground_speed=25.264381, wind_vel=0.08159738, airspeed=24.883736, gps_hdop=1.21, roll=-3.79, pitch=-1.76, yaw=-160.88, ch3percent=67.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1671, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:24:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:24:04, systemid=3, lat=35.0715403, lon=129.0909658, alt=28.695, dist_traveled=null, wp_dist=370, dist_to_home=1.346223758338842E7, vertical_speed=0.22409652, ground_speed=25.289228, wind_vel=0.07937045, airspeed=24.88166, gps_hdop=1.21, roll=-1.97, pitch=-1.83, yaw=-162.01, ch3percent=67.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1670, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:24:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:24:05, systemid=3, lat=35.0713222, lon=129.0908815, alt=28.949, dist_traveled=null, wp_dist=345, dist_to_home=1.3462240889981763E7, vertical_speed=0.22802716, ground_speed=25.341805, wind_vel=0.08016991, airspeed=24.873264, gps_hdop=1.21, roll=-0.22, pitch=-1.92, yaw=-162.48, ch3percent=66.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1666, waypoints=[], home_location={lat=0.0, lon=0.0}}
