[2025-04-10 03:27:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:27:46, systemid=3, lat=35.073569, lon=129.0923471, alt=27.183, dist_traveled=null, wp_dist=626, dist_to_home=1.3462256064034782E7, vertical_speed=-0.56596994, ground_speed=24.129744, wind_vel=0.0, airspeed=23.714626, gps_hdop=1.21, roll=42.74, pitch=-1.38, yaw=-161.67, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599}
[2025-04-10 03:27:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:27:47, systemid=3, lat=35.0732837, lon=129.0921612, alt=26.074, dist_traveled=null, wp_dist=590, dist_to_home=1.3462254154778158E7, vertical_speed=-0.74361324, ground_speed=24.314648, wind_vel=0.17087936, airspeed=23.863455, gps_hdop=1.21, roll=21.40, pitch=-3.26, yaw=-145.87, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:01, systemid=3, lat=35.0740606, lon=129.0921869, alt=29.229, dist_traveled=null, wp_dist=670, dist_to_home=1.3462219729732338E7, vertical_speed=-1.4644547, ground_speed=23.218267, wind_vel=0.20874369, airspeed=22.71415, gps_hdop=1.21, roll=55.48, pitch=-2.13, yaw=131.90, ch3percent=56.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1560, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:02, systemid=3, lat=35.0738979, lon=129.0923434, alt=28.025, dist_traveled=null, wp_dist=659, dist_to_home=1.346224028785324E7, vertical_speed=-0.5165819, ground_speed=23.695751, wind_vel=0.20585822, airspeed=23.15989, gps_hdop=1.21, roll=53.80, pitch=-0.17, yaw=163.87, ch3percent=64.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1642, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:03, systemid=3, lat=35.0736887, lon=129.0923778, alt=27.509, dist_traveled=null, wp_dist=639, dist_to_home=1.3462252965005668E7, vertical_speed=-0.44345933, ground_speed=24.02579, wind_vel=0.19830726, airspeed=23.534996, gps_hdop=1.21, roll=48.47, pitch=-0.64, yaw=-171.19, ch3percent=62.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1626, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:04, systemid=3, lat=35.0734821, lon=129.0923059, alt=27.013, dist_traveled=null, wp_dist=615, dist_to_home=1.3462256754345233E7, vertical_speed=-0.68412316, ground_speed=24.164719, wind_vel=0.18688746, airspeed=23.685263, gps_hdop=1.21, roll=35.70, pitch=-2.33, yaw=-153.88, ch3percent=58.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1584, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:05, systemid=3, lat=35.0732962, lon=129.0921673, alt=26.274, dist_traveled=null, wp_dist=591, dist_to_home=1.3462254069808597E7, vertical_speed=-0.65794736, ground_speed=24.360428, wind_vel=0.17363203, airspeed=23.830364, gps_hdop=1.21, roll=16.66, pitch=-3.42, yaw=-143.47, ch3percent=59.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1596, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:06, systemid=3, lat=35.0731264, lon=129.0919989, alt=25.69, dist_traveled=null, wp_dist=568, dist_to_home=1.3462248170522971E7, vertical_speed=-0.14393969, ground_speed=24.620369, wind_vel=0.15835622, airspeed=24.080809, gps_hdop=1.21, roll=-0.11, pitch=-2.62, yaw=-139.52, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1639, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:07, systemid=3, lat=35.0729572, lon=129.0918241, alt=25.644, dist_traveled=null, wp_dist=545, dist_to_home=1.3462241715143634E7, vertical_speed=0.30763093, ground_speed=24.821325, wind_vel=0.14101385, airspeed=24.30121, gps_hdop=1.21, roll=-8.99, pitch=-1.52, yaw=-140.72, ch3percent=67.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1678, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:08, systemid=3, lat=35.0727812, lon=129.0916586, alt=25.985, dist_traveled=null, wp_dist=521, dist_to_home=1.346223634638048E7, vertical_speed=0.52136236, ground_speed=24.998472, wind_vel=0.12355943, airspeed=24.521961, gps_hdop=1.21, roll=-12.68, pitch=-0.94, yaw=-144.41, ch3percent=69.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1697, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:09, systemid=3, lat=35.0725936, lon=129.0915073, alt=26.522, dist_traveled=null, wp_dist=497, dist_to_home=1.3462232694072116E7, vertical_speed=0.5242427, ground_speed=25.151184, wind_vel=0.10886504, airspeed=24.686152, gps_hdop=1.21, roll=-12.79, pitch=-0.99, yaw=-148.65, ch3percent=70.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1701, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:10, systemid=3, lat=35.0723956, lon=129.0913728, alt=27.092, dist_traveled=null, wp_dist=472, dist_to_home=1.3462230916176982E7, vertical_speed=0.5120139, ground_speed=25.266499, wind_vel=0.09568539, airspeed=24.800257, gps_hdop=1.21, roll=-11.39, pitch=-1.10, yaw=-152.82, ch3percent=69.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1692, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:11, systemid=3, lat=35.0721895, lon=129.0912546, alt=27.615, dist_traveled=null, wp_dist=447, dist_to_home=1.3462230863287019E7, vertical_speed=0.41369697, ground_speed=25.312355, wind_vel=0.08425433, airspeed=24.830343, gps_hdop=1.21, roll=-8.99, pitch=-1.38, yaw=-156.39, ch3percent=68.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1681, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:12, systemid=3, lat=35.0719784, lon=129.0911503, alt=28.03, dist_traveled=null, wp_dist=421, dist_to_home=1.3462232191689936E7, vertical_speed=0.3450444, ground_speed=25.352585, wind_vel=0.0751509, airspeed=24.843737, gps_hdop=1.21, roll=-6.25, pitch=-1.57, yaw=-158.93, ch3percent=67.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1676, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:13, systemid=3, lat=35.0717646, lon=129.0910564, alt=28.391, dist_traveled=null, wp_dist=396, dist_to_home=1.3462234504593609E7, vertical_speed=0.28577036, ground_speed=25.32951, wind_vel=0.06771614, airspeed=24.879568, gps_hdop=1.21, roll=-3.79, pitch=-1.71, yaw=-160.69, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:14, systemid=3, lat=35.0715493, lon=129.0909692, alt=28.675, dist_traveled=null, wp_dist=371, dist_to_home=1.3462237440449951E7, vertical_speed=0.19773562, ground_speed=25.303185, wind_vel=0.06324216, airspeed=24.865286, gps_hdop=1.21, roll=-1.65, pitch=-1.85, yaw=-161.86, ch3percent=66.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1667, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:15, systemid=3, lat=35.0713331, lon=129.0908855, alt=28.888, dist_traveled=null, wp_dist=345, dist_to_home=1.346224070715996E7, vertical_speed=0.16834539, ground_speed=25.301691, wind_vel=0.06335837, airspeed=24.884712, gps_hdop=1.21, roll=-0.16, pitch=-1.92, yaw=-162.30, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:16, systemid=3, lat=35.0711156, lon=129.0908024, alt=29.073, dist_traveled=null, wp_dist=320, dist_to_home=1.3462244084394444E7, vertical_speed=0.17894378, ground_speed=25.329533, wind_vel=0.06704027, airspeed=24.958181, gps_hdop=1.21, roll=0.81, pitch=-1.91, yaw=-162.34, ch3percent=66.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1666, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:17, systemid=3, lat=35.0708976, lon=129.0907187, alt=29.253, dist_traveled=null, wp_dist=295, dist_to_home=1.3462247435568437E7, vertical_speed=0.12144942, ground_speed=25.354181, wind_vel=0.073061526, airspeed=24.951645, gps_hdop=1.21, roll=1.25, pitch=-2.07, yaw=-162.07, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:18, systemid=3, lat=35.0706799, lon=129.0906334, alt=29.443, dist_traveled=null, wp_dist=269, dist_to_home=1.346225064058929E7, vertical_speed=0.09173169, ground_speed=25.368082, wind_vel=0.07994249, airspeed=24.912613, gps_hdop=1.21, roll=1.32, pitch=-2.21, yaw=-161.70, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:19, systemid=3, lat=35.070463, lon=129.0905461, alt=29.588, dist_traveled=null, wp_dist=244, dist_to_home=1.3462253642953001E7, vertical_speed=0.09883352, ground_speed=25.381865, wind_vel=0.08690501, airspeed=24.889008, gps_hdop=1.21, roll=1.18, pitch=-2.22, yaw=-161.30, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:20, systemid=3, lat=35.0702462, lon=129.090457, alt=29.701, dist_traveled=null, wp_dist=218, dist_to_home=1.3462256492074413E7, vertical_speed=0.08098098, ground_speed=25.408392, wind_vel=0.093618155, airspeed=24.894552, gps_hdop=1.21, roll=0.95, pitch=-2.30, yaw=-161.07, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:21, systemid=3, lat=35.0700297, lon=129.0903667, alt=29.791, dist_traveled=null, wp_dist=193, dist_to_home=1.346225922802467E7, vertical_speed=0.06452163, ground_speed=25.428686, wind_vel=0.099825956, airspeed=24.867002, gps_hdop=1.21, roll=0.84, pitch=-2.33, yaw=-160.82, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:22, systemid=3, lat=35.069814, lon=129.0902756, alt=29.861, dist_traveled=null, wp_dist=167, dist_to_home=1.3462261860273136E7, vertical_speed=0.03950419, ground_speed=25.422499, wind_vel=0.10582507, airspeed=24.937574, gps_hdop=1.21, roll=0.56, pitch=-2.38, yaw=-160.50, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:23, systemid=3, lat=35.0695984, lon=129.0901835, alt=29.91, dist_traveled=null, wp_dist=142, dist_to_home=1.3462264405248834E7, vertical_speed=0.007103212, ground_speed=25.398565, wind_vel=0.113210835, airspeed=24.886133, gps_hdop=1.21, roll=0.20, pitch=-2.41, yaw=-160.34, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:24, systemid=3, lat=35.0693835, lon=129.0900912, alt=29.939, dist_traveled=null, wp_dist=117, dist_to_home=1.3462266900705287E7, vertical_speed=-0.027272457, ground_speed=25.40288, wind_vel=0.12036464, airspeed=24.91454, gps_hdop=1.21, roll=0.16, pitch=-2.44, yaw=-160.33, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:25, systemid=3, lat=35.069168, lon=129.0899986, alt=29.932, dist_traveled=null, wp_dist=91, dist_to_home=1.346226939953691E7, vertical_speed=0.009477727, ground_speed=25.386389, wind_vel=0.127858, airspeed=24.936792, gps_hdop=1.21, roll=-0.30, pitch=-2.31, yaw=-160.35, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:26, systemid=3, lat=35.0689541, lon=129.089907, alt=29.935, dist_traveled=null, wp_dist=66, dist_to_home=1.346227190548245E7, vertical_speed=0.006600412, ground_speed=25.362263, wind_vel=0.13716932, airspeed=24.958595, gps_hdop=1.21, roll=-0.07, pitch=-2.31, yaw=-160.39, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:27, systemid=3, lat=35.0687389, lon=129.0898152, alt=29.957, dist_traveled=null, wp_dist=41, dist_to_home=1.3462274455971876E7, vertical_speed=0.025076354, ground_speed=25.363037, wind_vel=0.14612965, airspeed=24.989956, gps_hdop=1.21, roll=-0.04, pitch=-2.25, yaw=-160.51, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:28, systemid=3, lat=35.0685234, lon=129.0897217, alt=29.979, dist_traveled=null, wp_dist=270, dist_to_home=1.3462276880271232E7, vertical_speed=-0.08553278, ground_speed=25.473454, wind_vel=0.1534145, airspeed=24.99854, gps_hdop=1.21, roll=44.95, pitch=0.13, yaw=-154.26, ch3percent=71.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1717, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:29, systemid=3, lat=35.0683281, lon=129.0895746, alt=30.478, dist_traveled=null, wp_dist=246, dist_to_home=1.3462273934151635E7, vertical_speed=-0.118238665, ground_speed=25.493074, wind_vel=0.16058634, airspeed=25.038029, gps_hdop=1.21, roll=24.58, pitch=-2.47, yaw=-142.53, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:30, systemid=3, lat=35.0681552, lon=129.0893902, alt=30.425, dist_traveled=null, wp_dist=221, dist_to_home=1.346226685835812E7, vertical_speed=-0.038843945, ground_speed=25.486364, wind_vel=0.16573216, airspeed=25.061684, gps_hdop=1.21, roll=20.46, pitch=-2.05, yaw=-134.18, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:31, systemid=3, lat=35.0680043, lon=129.0891795, alt=30.328, dist_traveled=null, wp_dist=196, dist_to_home=1.3462256578853529E7, vertical_speed=-0.17237715, ground_speed=25.445086, wind_vel=0.16927202, airspeed=25.00043, gps_hdop=1.21, roll=14.20, pitch=-2.61, yaw=-128.08, ch3percent=64.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1641, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:32, systemid=3, lat=35.0678698, lon=129.0889538, alt=30.136, dist_traveled=null, wp_dist=171, dist_to_home=1.3462244290906014E7, vertical_speed=-0.16934806, ground_speed=25.431204, wind_vel=0.17167108, airspeed=24.921535, gps_hdop=1.21, roll=7.88, pitch=-2.74, yaw=-124.14, ch3percent=64.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1642, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:33, systemid=3, lat=35.0677452, lon=129.08872, alt=29.988, dist_traveled=null, wp_dist=145, dist_to_home=1.3462230869247448E7, vertical_speed=-0.10389066, ground_speed=25.44209, wind_vel=0.17331877, airspeed=24.9173, gps_hdop=1.21, roll=2.88, pitch=-2.70, yaw=-122.10, ch3percent=64.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1649, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:34, systemid=3, lat=35.0676246, lon=129.0884826, alt=29.882, dist_traveled=null, wp_dist=120, dist_to_home=1.3462216962462176E7, vertical_speed=-0.0828029, ground_speed=25.450619, wind_vel=0.17505205, airspeed=24.990305, gps_hdop=1.21, roll=-0.36, pitch=-2.73, yaw=-121.54, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:35, systemid=3, lat=35.0675042, lon=129.0882453, alt=29.835, dist_traveled=null, wp_dist=94, dist_to_home=1.3462203054396017E7, vertical_speed=4.2820838E-4, ground_speed=25.44274, wind_vel=0.1776537, airspeed=24.9866, gps_hdop=1.21, roll=-1.84, pitch=-2.45, yaw=-121.91, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:36, systemid=3, lat=35.0673817, lon=129.0880093, alt=29.849, dist_traveled=null, wp_dist=69, dist_to_home=1.3462189352175675E7, vertical_speed=-0.015815657, ground_speed=25.455206, wind_vel=0.18074575, airspeed=24.9979, gps_hdop=1.21, roll=-2.58, pitch=-2.44, yaw=-122.62, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:37, systemid=3, lat=35.0672566, lon=129.0877759, alt=29.865, dist_traveled=null, wp_dist=43, dist_to_home=1.3462175986524854E7, vertical_speed=0.026196867, ground_speed=25.455349, wind_vel=0.18452466, airspeed=24.94445, gps_hdop=1.21, roll=-2.73, pitch=-2.31, yaw=-123.51, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:38, systemid=3, lat=35.0671278, lon=129.0875437, alt=29.889, dist_traveled=null, wp_dist=18, dist_to_home=1.3462162893711224E7, vertical_speed=0.03000335, ground_speed=25.45313, wind_vel=0.18868183, airspeed=24.984266, gps_hdop=1.21, roll=-2.32, pitch=-2.30, yaw=-124.38, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:39, systemid=3, lat=35.0669971, lon=129.0873155, alt=29.923, dist_traveled=null, wp_dist=80, dist_to_home=1.3462150220005324E7, vertical_speed=-0.011253781, ground_speed=25.454273, wind_vel=0.19318311, airspeed=24.992264, gps_hdop=1.21, roll=-0.53, pitch=-2.40, yaw=-124.96, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:40, systemid=3, lat=35.0668748, lon=129.0870787, alt=29.849, dist_traveled=null, wp_dist=102, dist_to_home=1.3462136441905797E7, vertical_speed=1.6747473, ground_speed=25.780912, wind_vel=0.1975709, airspeed=25.17156, gps_hdop=1.21, roll=42.28, pitch=5.30, yaw=-104.20, ch3percent=98.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1982, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:40:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:40:41, systemid=3, lat=35.0668363, lon=129.0868014, alt=31.132, dist_traveled=null, wp_dist=80, dist_to_home=1.3462115382904185E7, vertical_speed=-0.3269532, ground_speed=25.528605, wind_vel=0.20199385, airspeed=25.095787, gps_hdop=1.21, roll=41.18, pitch=-1.49, yaw=-93.05, ch3percent=64.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1645, waypoints=[], home_location={lat=0.0, lon=0.0}}
