[2025-04-10 06:51:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:51:25, systemid=3, lat=35.0724056, lon=129.0913732, alt=27.162, dist_traveled=null, wp_dist=474, dist_to_home=1.3462230478799336E7, vertical_speed=0.48322156, ground_speed=25.201523, wind_vel=0.1097188, airspeed=24.78562, gps_hdop=1.21, roll=-11.46, pitch=-1.11, yaw=-154.13, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690}
[2025-04-10 06:51:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:51:26, systemid=3, lat=35.0721999, lon=129.0912576, alt=27.677, dist_traveled=null, wp_dist=449, dist_to_home=1.3462230621500654E7, vertical_speed=0.39642644, ground_speed=25.246979, wind_vel=0.09982847, airspeed=24.83727, gps_hdop=1.21, roll=-8.60, pitch=-1.42, yaw=-157.61, ch3percent=68.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1683, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:52] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:51, systemid=3, lat=35.0714695, lon=129.0909407, alt=28.833, dist_traveled=null, wp_dist=363, dist_to_home=1.3462238843621612E7, vertical_speed=0.19137973, ground_speed=25.298418, wind_vel=0.0795939, airspeed=24.87333, gps_hdop=1.21, roll=-1.00, pitch=-1.88, yaw=-162.43, ch3percent=66.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1666, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:53] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:52, systemid=3, lat=35.0712515, lon=129.0908566, alt=29.063, dist_traveled=null, wp_dist=337, dist_to_home=1.3462242161972571E7, vertical_speed=0.19238074, ground_speed=25.34544, wind_vel=0.08202742, airspeed=24.891718, gps_hdop=1.21, roll=-0.03, pitch=-2.05, yaw=-162.59, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:54] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:53, systemid=3, lat=35.0710343, lon=129.0907726, alt=29.253, dist_traveled=null, wp_dist=312, dist_to_home=1.346224545084282E7, vertical_speed=0.1516708, ground_speed=25.317345, wind_vel=0.08675545, airspeed=24.882008, gps_hdop=1.21, roll=0.91, pitch=-2.05, yaw=-162.43, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:54, systemid=3, lat=35.0708184, lon=129.0906878, alt=29.405, dist_traveled=null, wp_dist=287, dist_to_home=1.3462248612498311E7, vertical_speed=0.10276704, ground_speed=25.331852, wind_vel=0.09297608, airspeed=24.902039, gps_hdop=1.21, roll=1.00, pitch=-2.16, yaw=-162.24, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:55, systemid=3, lat=35.0705993, lon=129.0906, alt=29.554, dist_traveled=null, wp_dist=261, dist_to_home=1.3462251677167445E7, vertical_speed=0.13106611, ground_speed=25.4154, wind_vel=0.09838942, airspeed=24.879135, gps_hdop=1.21, roll=1.18, pitch=-2.16, yaw=-161.88, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:57] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:56, systemid=3, lat=35.0703837, lon=129.0905116, alt=29.687, dist_traveled=null, wp_dist=236, dist_to_home=1.3462254527638445E7, vertical_speed=0.119954534, ground_speed=25.385344, wind_vel=0.104857005, airspeed=24.885736, gps_hdop=1.21, roll=0.75, pitch=-2.15, yaw=-161.42, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:58] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:57, systemid=3, lat=35.0701679, lon=129.0904216, alt=29.742, dist_traveled=null, wp_dist=210, dist_to_home=1.3462257255469956E7, vertical_speed=0.06181361, ground_speed=25.375559, wind_vel=0.11176682, airspeed=24.848331, gps_hdop=1.21, roll=0.61, pitch=-2.19, yaw=-161.12, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:59] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:58, systemid=3, lat=35.0699525, lon=129.0903308, alt=29.79, dist_traveled=null, wp_dist=185, dist_to_home=1.346225989841334E7, vertical_speed=0.06726596, ground_speed=25.394962, wind_vel=0.11807765, airspeed=24.924181, gps_hdop=1.21, roll=0.40, pitch=-2.13, yaw=-160.96, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:00] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:59, systemid=3, lat=35.0697366, lon=129.0902389, alt=29.852, dist_traveled=null, wp_dist=160, dist_to_home=1.3462262474057218E7, vertical_speed=0.031954847, ground_speed=25.401793, wind_vel=0.12522633, airspeed=24.921103, gps_hdop=1.21, roll=0.20, pitch=-2.29, yaw=-160.78, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:00, systemid=3, lat=35.0695221, lon=129.0901471, alt=29.881, dist_traveled=null, wp_dist=134, dist_to_home=1.3462264991999397E7, vertical_speed=0.023644459, ground_speed=25.371927, wind_vel=0.13370948, airspeed=24.952698, gps_hdop=1.21, roll=0.13, pitch=-2.29, yaw=-160.76, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:01, systemid=3, lat=35.0693063, lon=129.0900549, alt=29.92, dist_traveled=null, wp_dist=109, dist_to_home=1.346226753799287E7, vertical_speed=0.025757056, ground_speed=25.406904, wind_vel=0.1408627, airspeed=24.935167, gps_hdop=1.21, roll=0.19, pitch=-2.33, yaw=-160.76, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:02, systemid=3, lat=35.0690907, lon=129.089963, alt=29.95, dist_traveled=null, wp_dist=83, dist_to_home=1.3462270099216297E7, vertical_speed=-0.003131629, ground_speed=25.40528, wind_vel=0.14812028, airspeed=24.900236, gps_hdop=1.21, roll=0.12, pitch=-2.34, yaw=-160.79, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:03, systemid=3, lat=35.0688748, lon=129.0898709, alt=29.999, dist_traveled=null, wp_dist=58, dist_to_home=1.3462272657951796E7, vertical_speed=0.026629522, ground_speed=25.420143, wind_vel=0.15501381, airspeed=24.93911, gps_hdop=1.21, roll=0.16, pitch=-2.37, yaw=-160.72, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:04, systemid=3, lat=35.068659, lon=129.0897787, alt=30.016, dist_traveled=null, wp_dist=33, dist_to_home=1.3462275203633476E7, vertical_speed=0.011595252, ground_speed=25.426056, wind_vel=0.16176893, airspeed=24.964872, gps_hdop=1.21, roll=0.04, pitch=-2.35, yaw=-160.75, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:05, systemid=3, lat=35.0684475, lon=129.0896742, alt=29.993, dist_traveled=null, wp_dist=263, dist_to_home=1.3462276532622019E7, vertical_speed=0.25276944, ground_speed=25.555342, wind_vel=0.16775146, airspeed=24.96783, gps_hdop=1.21, roll=42.73, pitch=1.59, yaw=-152.26, ch3percent=79.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1798, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:06, systemid=3, lat=35.0682621, lon=129.089509, alt=30.511, dist_traveled=null, wp_dist=238, dist_to_home=1.3462271628180403E7, vertical_speed=-0.23918062, ground_speed=25.520926, wind_vel=0.17423618, airspeed=25.096443, gps_hdop=1.21, roll=25.39, pitch=-2.41, yaw=-141.62, ch3percent=64.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1643, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:07, systemid=3, lat=35.0680978, lon=129.0893129, alt=30.405, dist_traveled=null, wp_dist=213, dist_to_home=1.34622631829988E7, vertical_speed=-0.106681354, ground_speed=25.480566, wind_vel=0.17805618, airspeed=25.041687, gps_hdop=1.21, roll=19.42, pitch=-2.22, yaw=-133.26, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1639, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:08, systemid=3, lat=35.0679542, lon=129.0890957, alt=30.219, dist_traveled=null, wp_dist=188, dist_to_home=1.3462252024083948E7, vertical_speed=-0.20362112, ground_speed=25.439386, wind_vel=0.18010837, airspeed=24.99054, gps_hdop=1.21, roll=13.07, pitch=-2.61, yaw=-127.50, ch3percent=64.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1641, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:09, systemid=3, lat=35.0678256, lon=129.0888685, alt=30.026, dist_traveled=null, wp_dist=163, dist_to_home=1.3462239334917046E7, vertical_speed=-0.19138455, ground_speed=25.340725, wind_vel=0.18056826, airspeed=24.94039, gps_hdop=1.21, roll=6.85, pitch=-2.74, yaw=-123.76, ch3percent=64.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1646, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:10, systemid=3, lat=35.0677029, lon=129.0886326, alt=29.862, dist_traveled=null, wp_dist=137, dist_to_home=1.3462225650674049E7, vertical_speed=-0.086531915, ground_speed=25.391619, wind_vel=0.18170938, airspeed=24.991146, gps_hdop=1.21, roll=2.31, pitch=-2.58, yaw=-122.02, ch3percent=65.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1652, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:11, systemid=3, lat=35.0675832, lon=129.0883957, alt=29.792, dist_traveled=null, wp_dist=112, dist_to_home=1.3462211742754916E7, vertical_speed=-0.027082896, ground_speed=25.386782, wind_vel=0.18338163, airspeed=24.97547, gps_hdop=1.21, roll=-0.64, pitch=-2.46, yaw=-121.54, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:12, systemid=3, lat=35.067462, lon=129.088158, alt=29.771, dist_traveled=null, wp_dist=86, dist_to_home=1.346219783927868E7, vertical_speed=0.042537007, ground_speed=25.440836, wind_vel=0.18498884, airspeed=24.994385, gps_hdop=1.21, roll=-2.11, pitch=-2.35, yaw=-121.81, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:13, systemid=3, lat=35.0673382, lon=129.087922, alt=29.812, dist_traveled=null, wp_dist=61, dist_to_home=1.3462184198148705E7, vertical_speed=0.054439306, ground_speed=25.452112, wind_vel=0.18791021, airspeed=24.970253, gps_hdop=1.21, roll=-2.67, pitch=-2.33, yaw=-122.78, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:14, systemid=3, lat=35.0672115, lon=129.0876893, alt=29.841, dist_traveled=null, wp_dist=35, dist_to_home=1.3462170965424528E7, vertical_speed=0.095726505, ground_speed=25.477571, wind_vel=0.19079103, airspeed=24.979465, gps_hdop=1.21, roll=-2.65, pitch=-2.13, yaw=-123.65, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:15, systemid=3, lat=35.0670821, lon=129.0874596, alt=29.89, dist_traveled=null, wp_dist=10, dist_to_home=1.3462158106958684E7, vertical_speed=0.06366075, ground_speed=25.448458, wind_vel=0.1950616, airspeed=24.993998, gps_hdop=1.21, roll=-2.39, pitch=-2.22, yaw=-124.56, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:16, systemid=3, lat=35.0669495, lon=129.0872312, alt=29.914, dist_traveled=null, wp_dist=114, dist_to_home=1.346214550606121E7, vertical_speed=0.031536713, ground_speed=25.463297, wind_vel=0.19901311, airspeed=24.990713, gps_hdop=1.21, roll=5.44, pitch=-2.35, yaw=-123.99, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:17, systemid=3, lat=35.0668536, lon=129.0869783, alt=30.278, dist_traveled=null, wp_dist=95, dist_to_home=1.3462129158662042E7, vertical_speed=2.168998, ground_speed=25.75324, wind_vel=0.20129378, airspeed=25.283632, gps_hdop=1.21, roll=37.68, pitch=5.07, yaw=-102.11, ch3percent=72.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1726, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:18, systemid=3, lat=35.0668316, lon=129.0866991, alt=31.056, dist_traveled=null, wp_dist=73, dist_to_home=1.3462107167031208E7, vertical_speed=-0.2492269, ground_speed=25.539263, wind_vel=0.20485269, airspeed=25.101175, gps_hdop=1.21, roll=42.19, pitch=-1.04, yaw=-91.02, ch3percent=68.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1684, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:19, systemid=3, lat=35.0668738, lon=129.0864243, alt=30.978, dist_traveled=null, wp_dist=959, dist_to_home=1.3462082519273285E7, vertical_speed=-0.058874045, ground_speed=25.86412, wind_vel=0.20712249, airspeed=25.231152, gps_hdop=1.21, roll=60.76, pitch=1.47, yaw=-65.84, ch3percent=100.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=2000, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:20, systemid=3, lat=35.0670317, lon=129.0862214, alt=32.343, dist_traveled=null, wp_dist=955, dist_to_home=1.3462058360588318E7, vertical_speed=1.2098498, ground_speed=25.814684, wind_vel=0.2055715, airspeed=25.585152, gps_hdop=1.21, roll=52.73, pitch=2.35, yaw=-36.63, ch3percent=68.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1689, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:21, systemid=3, lat=35.0672415, lon=129.0861035, alt=32.573, dist_traveled=null, wp_dist=942, dist_to_home=1.3462038771511482E7, vertical_speed=-0.1976944, ground_speed=25.651402, wind_vel=0.19994769, airspeed=25.351793, gps_hdop=1.21, roll=52.08, pitch=-0.27, yaw=-15.55, ch3percent=65.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1652, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:22, systemid=3, lat=35.0674706, lon=129.0860906, alt=32.191, dist_traveled=null, wp_dist=922, dist_to_home=1.3462026934398478E7, vertical_speed=-0.6165425, ground_speed=25.466303, wind_vel=0.19189647, airspeed=25.143057, gps_hdop=1.21, roll=46.96, pitch=-1.67, yaw=5.03, ch3percent=59.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1596, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:23, systemid=3, lat=35.0676889, lon=129.0861676, alt=31.318, dist_traveled=null, wp_dist=898, dist_to_home=1.3462023019265966E7, vertical_speed=-1.0257684, ground_speed=25.276426, wind_vel=0.1803427, airspeed=24.888556, gps_hdop=1.21, roll=38.85, pitch=-3.11, yaw=21.75, ch3percent=57.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1570, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:24, systemid=3, lat=35.0678843, lon=129.0863089, alt=30.206, dist_traveled=null, wp_dist=873, dist_to_home=1.3462025483781716E7, vertical_speed=-1.0800487, ground_speed=25.21251, wind_vel=0.16679722, airspeed=24.779911, gps_hdop=1.21, roll=26.37, pitch=-4.09, yaw=34.07, ch3percent=57.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1578, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:25, systemid=3, lat=35.0680577, lon=129.0864863, alt=29.192, dist_traveled=null, wp_dist=847, dist_to_home=1.3462031959915582E7, vertical_speed=-0.79252386, ground_speed=25.24868, wind_vel=0.15196297, airspeed=24.76688, gps_hdop=1.21, roll=12.73, pitch=-3.99, yaw=41.55, ch3percent=61.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1610, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:26, systemid=3, lat=35.0682202, lon=129.0866799, alt=28.564, dist_traveled=null, wp_dist=823, dist_to_home=1.3462040284516515E7, vertical_speed=-0.40667626, ground_speed=25.298117, wind_vel=0.13404869, airspeed=24.845036, gps_hdop=1.21, roll=2.03, pitch=-3.29, yaw=44.73, ch3percent=64.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1641, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:27, systemid=3, lat=35.0683797, lon=129.0868746, alt=28.3, dist_traveled=null, wp_dist=798, dist_to_home=1.3462048840781098E7, vertical_speed=-0.061560694, ground_speed=25.352547, wind_vel=0.11626121, airspeed=24.875395, gps_hdop=1.21, roll=-4.03, pitch=-2.52, yaw=44.71, ch3percent=66.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1669, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:28, systemid=3, lat=35.0685462, lon=129.0870681, alt=28.318, dist_traveled=null, wp_dist=773, dist_to_home=1.346205696876611E7, vertical_speed=0.20916365, ground_speed=25.490423, wind_vel=0.101887144, airspeed=24.996538, gps_hdop=1.21, roll=-6.85, pitch=-1.86, yaw=42.99, ch3percent=67.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1677, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:29, systemid=3, lat=35.0687192, lon=129.0872533, alt=28.581, dist_traveled=null, wp_dist=747, dist_to_home=1.3462064106446242E7, vertical_speed=0.31492305, ground_speed=25.524624, wind_vel=0.08832766, airspeed=25.02055, gps_hdop=1.21, roll=-7.43, pitch=-1.66, yaw=40.57, ch3percent=67.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1674, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:30, systemid=3, lat=35.0688976, lon=129.0874282, alt=28.878, dist_traveled=null, wp_dist=722, dist_to_home=1.3462070140614197E7, vertical_speed=0.24940398, ground_speed=25.492626, wind_vel=0.07552464, airspeed=25.01163, gps_hdop=1.21, roll=-6.96, pitch=-1.75, yaw=38.18, ch3percent=66.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1669, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:53:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:53:31, systemid=3, lat=35.0690812, lon=129.0875938, alt=29.118, dist_traveled=null, wp_dist=697, dist_to_home=1.3462075163147768E7, vertical_speed=0.18594947, ground_speed=25.429317, wind_vel=0.06407466, airspeed=24.968597, gps_hdop=1.21, roll=-5.49, pitch=-1.90, yaw=36.03, ch3percent=66.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1668, waypoints=[], home_location={lat=0.0, lon=0.0}}
