[2025-04-10 02:55:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:55:24, systemid=3, lat=35.0685152, lon=129.0897116, alt=29.853, dist_traveled=null, wp_dist=269, dist_to_home=1.3462276432990892E7, vertical_speed=-0.10603938, ground_speed=25.524956, wind_vel=0.0, airspeed=24.964106, gps_hdop=1.21, roll=38.76, pitch=-2.93, yaw=-158.25, ch3percent=72.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1722}
[2025-04-10 02:55:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:55:25, systemid=3, lat=35.0683202, lon=129.0895616, alt=30.419, dist_traveled=null, wp_dist=245, dist_to_home=1.3462273233596994E7, vertical_speed=0.37718487, ground_speed=25.711788, wind_vel=0.2901665, airspeed=25.150724, gps_hdop=1.21, roll=23.24, pitch=-1.74, yaw=-144.94, ch3percent=64.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1646, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:08, systemid=3, lat=35.0684128, lon=129.0869102, alt=28.223, dist_traveled=null, wp_dist=793, dist_to_home=1.3462050220137881E7, vertical_speed=0.090241246, ground_speed=25.442732, wind_vel=0.109696865, airspeed=24.957703, gps_hdop=1.21, roll=-5.24, pitch=-2.13, yaw=43.54, ch3percent=67.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1673, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:09, systemid=3, lat=35.06858, lon=129.0871015, alt=28.343, dist_traveled=null, wp_dist=768, dist_to_home=1.3462058133745547E7, vertical_speed=0.3111154, ground_speed=25.47367, wind_vel=0.09385541, airspeed=25.026495, gps_hdop=1.21, roll=-7.03, pitch=-1.68, yaw=41.54, ch3percent=67.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1674, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:10, systemid=3, lat=35.0687534, lon=129.0872845, alt=28.633, dist_traveled=null, wp_dist=742, dist_to_home=1.3462065071157373E7, vertical_speed=0.3237339, ground_speed=25.448063, wind_vel=0.0791702, airspeed=24.945839, gps_hdop=1.21, roll=-7.22, pitch=-1.63, yaw=38.98, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:11, systemid=3, lat=35.0689327, lon=129.0874581, alt=28.961, dist_traveled=null, wp_dist=717, dist_to_home=1.3462070955766525E7, vertical_speed=0.23192948, ground_speed=25.435648, wind_vel=0.06626329, airspeed=24.91986, gps_hdop=1.21, roll=-6.19, pitch=-1.95, yaw=36.81, ch3percent=66.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1668, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:12, systemid=3, lat=35.069116, lon=129.0876226, alt=29.234, dist_traveled=null, wp_dist=692, dist_to_home=1.3462075901668858E7, vertical_speed=0.20227626, ground_speed=25.370111, wind_vel=0.053907152, airspeed=24.881958, gps_hdop=1.21, roll=-4.78, pitch=-2.04, yaw=34.89, ch3percent=66.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1665, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:13, systemid=3, lat=35.0693028, lon=129.0877803, alt=29.426, dist_traveled=null, wp_dist=666, dist_to_home=1.3462080122059533E7, vertical_speed=0.16323175, ground_speed=25.351025, wind_vel=0.044422943, airspeed=24.883688, gps_hdop=1.21, roll=-3.41, pitch=-2.16, yaw=33.48, ch3percent=66.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1665, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:14, systemid=3, lat=35.0694928, lon=129.087934, alt=29.604, dist_traveled=null, wp_dist=641, dist_to_home=1.3462083861959625E7, vertical_speed=0.13281953, ground_speed=25.37253, wind_vel=0.03891933, airspeed=24.88396, gps_hdop=1.21, roll=-2.12, pitch=-2.21, yaw=32.53, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:15, systemid=3, lat=35.0696848, lon=129.0880851, alt=29.759, dist_traveled=null, wp_dist=616, dist_to_home=1.346208729325875E7, vertical_speed=0.10760409, ground_speed=25.392113, wind_vel=0.038034435, airspeed=24.84507, gps_hdop=1.21, roll=-1.14, pitch=-2.33, yaw=31.98, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:16, systemid=3, lat=35.0698783, lon=129.088235, alt=29.864, dist_traveled=null, wp_dist=590, dist_to_home=1.3462090554925853E7, vertical_speed=0.0559897, ground_speed=25.425802, wind_vel=0.040414706, airspeed=24.891489, gps_hdop=1.21, roll=-0.29, pitch=-2.43, yaw=31.74, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:17, systemid=3, lat=35.0700705, lon=129.0883832, alt=29.941, dist_traveled=null, wp_dist=565, dist_to_home=1.346209373741074E7, vertical_speed=-0.007958139, ground_speed=25.421171, wind_vel=0.045266718, airspeed=24.879274, gps_hdop=1.21, roll=0.32, pitch=-2.54, yaw=31.70, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:18, systemid=3, lat=35.0702637, lon=129.0885326, alt=29.974, dist_traveled=null, wp_dist=539, dist_to_home=1.3462096971699521E7, vertical_speed=-0.024898987, ground_speed=25.420837, wind_vel=0.051686786, airspeed=24.88252, gps_hdop=1.21, roll=0.44, pitch=-2.63, yaw=31.96, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:19, systemid=3, lat=35.0704557, lon=129.0886824, alt=29.978, dist_traveled=null, wp_dist=514, dist_to_home=1.3462100295284424E7, vertical_speed=-0.009489534, ground_speed=25.431421, wind_vel=0.059379313, airspeed=24.910507, gps_hdop=1.21, roll=0.47, pitch=-2.57, yaw=32.13, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:20, systemid=3, lat=35.0706477, lon=129.0888335, alt=29.965, dist_traveled=null, wp_dist=489, dist_to_home=1.3462103725948295E7, vertical_speed=-0.011914291, ground_speed=25.467796, wind_vel=0.06691364, airspeed=24.89825, gps_hdop=1.21, roll=0.21, pitch=-2.54, yaw=32.24, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:21, systemid=3, lat=35.0708396, lon=129.0889851, alt=29.981, dist_traveled=null, wp_dist=463, dist_to_home=1.3462107202420663E7, vertical_speed=-0.005362396, ground_speed=25.48484, wind_vel=0.07419913, airspeed=24.927946, gps_hdop=1.21, roll=0.46, pitch=-2.59, yaw=32.41, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:22, systemid=3, lat=35.071031, lon=129.0891373, alt=29.967, dist_traveled=null, wp_dist=438, dist_to_home=1.346211075176037E7, vertical_speed=-0.002056802, ground_speed=25.477734, wind_vel=0.08228177, airspeed=24.963333, gps_hdop=1.21, roll=0.18, pitch=-2.53, yaw=32.68, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:23, systemid=3, lat=35.0712213, lon=129.0892895, alt=29.976, dist_traveled=null, wp_dist=412, dist_to_home=1.3462114352707943E7, vertical_speed=-0.022481421, ground_speed=25.438078, wind_vel=0.092175126, airspeed=24.990477, gps_hdop=1.21, roll=0.00, pitch=-2.53, yaw=32.75, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:24, systemid=3, lat=35.0714122, lon=129.0894426, alt=29.969, dist_traveled=null, wp_dist=387, dist_to_home=1.3462117999527074E7, vertical_speed=-0.020004813, ground_speed=25.451607, wind_vel=0.101297565, airspeed=25.033623, gps_hdop=1.21, roll=-0.12, pitch=-2.48, yaw=32.69, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:25, systemid=3, lat=35.0716036, lon=129.0895963, alt=29.981, dist_traveled=null, wp_dist=362, dist_to_home=1.3462121672180245E7, vertical_speed=-0.029819474, ground_speed=25.45362, wind_vel=0.11018012, airspeed=24.98452, gps_hdop=1.21, roll=-0.24, pitch=-2.58, yaw=32.70, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:26, systemid=3, lat=35.0717949, lon=129.0897495, alt=29.998, dist_traveled=null, wp_dist=336, dist_to_home=1.346212530817632E7, vertical_speed=0.005267098, ground_speed=25.457348, wind_vel=0.11885508, airspeed=24.98013, gps_hdop=1.21, roll=-0.26, pitch=-2.54, yaw=32.62, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:27, systemid=3, lat=35.0719864, lon=129.0899025, alt=30.03, dist_traveled=null, wp_dist=311, dist_to_home=1.3462128918144766E7, vertical_speed=-0.014188979, ground_speed=25.470251, wind_vel=0.1266195, airspeed=24.96252, gps_hdop=1.21, roll=0.14, pitch=-2.61, yaw=32.60, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:28, systemid=3, lat=35.0721781, lon=129.090056, alt=30.028, dist_traveled=null, wp_dist=285, dist_to_home=1.3462132559809605E7, vertical_speed=0.006586934, ground_speed=25.491507, wind_vel=0.13336948, airspeed=24.994528, gps_hdop=1.21, roll=-0.22, pitch=-2.58, yaw=32.69, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:29, systemid=3, lat=35.0723701, lon=129.0902097, alt=30.051, dist_traveled=null, wp_dist=260, dist_to_home=1.3462136203727843E7, vertical_speed=0.03694805, ground_speed=25.522388, wind_vel=0.13904993, airspeed=24.972172, gps_hdop=1.21, roll=-0.01, pitch=-2.55, yaw=32.68, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:30, systemid=3, lat=35.0725618, lon=129.0903632, alt=30.046, dist_traveled=null, wp_dist=234, dist_to_home=1.3462139845135033E7, vertical_speed=0.022054907, ground_speed=25.520035, wind_vel=0.14501554, airspeed=24.959864, gps_hdop=1.21, roll=-0.08, pitch=-2.52, yaw=32.68, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:31, systemid=3, lat=35.0727524, lon=129.0905159, alt=30.037, dist_traveled=null, wp_dist=209, dist_to_home=1.346214347218291E7, vertical_speed=0.010268711, ground_speed=25.455584, wind_vel=0.15307522, airspeed=24.9776, gps_hdop=1.21, roll=-0.10, pitch=-2.53, yaw=32.65, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:32, systemid=3, lat=35.0729426, lon=129.0906682, alt=30.027, dist_traveled=null, wp_dist=183, dist_to_home=1.3462147084933171E7, vertical_speed=2.0748393E-4, ground_speed=25.433939, wind_vel=0.16179238, airspeed=24.985233, gps_hdop=1.21, roll=-0.11, pitch=-2.55, yaw=32.75, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:33, systemid=3, lat=35.0731335, lon=129.0908215, alt=30.017, dist_traveled=null, wp_dist=158, dist_to_home=1.3462150747092584E7, vertical_speed=0.018942583, ground_speed=25.436728, wind_vel=0.16958337, airspeed=25.01029, gps_hdop=1.21, roll=-0.23, pitch=-2.48, yaw=32.70, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:34, systemid=3, lat=35.0733245, lon=129.0909746, alt=30.002, dist_traveled=null, wp_dist=132, dist_to_home=1.3462154387928195E7, vertical_speed=0.0024060544, ground_speed=25.445265, wind_vel=0.17697635, airspeed=24.972647, gps_hdop=1.21, roll=-0.16, pitch=-2.51, yaw=32.59, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:35, systemid=3, lat=35.0735158, lon=129.0911276, alt=29.985, dist_traveled=null, wp_dist=107, dist_to_home=1.346215800627876E7, vertical_speed=0.0093142055, ground_speed=25.48206, wind_vel=0.18265475, airspeed=24.992556, gps_hdop=1.21, roll=-0.13, pitch=-2.52, yaw=32.57, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:36, systemid=3, lat=35.0737077, lon=129.091281, alt=30.014, dist_traveled=null, wp_dist=81, dist_to_home=1.3462161629262902E7, vertical_speed=-0.023567542, ground_speed=25.498106, wind_vel=0.18883368, airspeed=24.974298, gps_hdop=1.21, roll=0.01, pitch=-2.64, yaw=32.53, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:37, systemid=3, lat=35.0738993, lon=129.0914341, alt=30.03, dist_traveled=null, wp_dist=56, dist_to_home=1.3462165241491597E7, vertical_speed=0.023291014, ground_speed=25.497406, wind_vel=0.19441313, airspeed=25.002462, gps_hdop=1.21, roll=-0.03, pitch=-2.53, yaw=32.53, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:38, systemid=3, lat=35.0740867, lon=129.091594, alt=29.955, dist_traveled=null, wp_dist=655, dist_to_home=1.346216961187671E7, vertical_speed=-0.29427174, ground_speed=25.487078, wind_vel=0.19884476, airspeed=24.942623, gps_hdop=1.21, roll=68.19, pitch=3.75, yaw=63.44, ch3percent=76.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1760, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:39, systemid=3, lat=35.074146, lon=129.0918453, alt=30.919, dist_traveled=null, wp_dist=669, dist_to_home=1.3462187544544315E7, vertical_speed=-0.46035793, ground_speed=23.348156, wind_vel=0.2025825, airspeed=23.245977, gps_hdop=1.21, roll=56.71, pitch=-1.24, yaw=89.35, ch3percent=32.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1325, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:40, systemid=3, lat=35.0741169, lon=129.0920964, alt=29.701, dist_traveled=null, wp_dist=673, dist_to_home=1.3462209618883675E7, vertical_speed=-2.4891846, ground_speed=23.266243, wind_vel=0.20454562, airspeed=22.837042, gps_hdop=1.21, roll=54.97, pitch=-5.17, yaw=113.77, ch3percent=48.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1480, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:41, systemid=3, lat=35.0740017, lon=129.0923068, alt=27.237, dist_traveled=null, wp_dist=669, dist_to_home=1.3462232387190767E7, vertical_speed=-1.7396488, ground_speed=24.127373, wind_vel=0.20490856, airspeed=23.54849, gps_hdop=1.21, roll=55.63, pitch=-2.88, yaw=146.46, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:42, systemid=3, lat=35.0738039, lon=129.0924119, alt=25.684, dist_traveled=null, wp_dist=653, dist_to_home=1.3462250357989883E7, vertical_speed=-0.56914216, ground_speed=25.012888, wind_vel=0.20151351, airspeed=24.403831, gps_hdop=1.21, roll=53.24, pitch=-0.30, yaw=177.55, ch3percent=72.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1727, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:43, systemid=3, lat=35.0735815, lon=129.0923839, alt=25.137, dist_traveled=null, wp_dist=629, dist_to_home=1.3462258510570757E7, vertical_speed=-0.3947507, ground_speed=25.253527, wind_vel=0.19260721, airspeed=24.760172, gps_hdop=1.21, roll=43.66, pitch=-1.07, yaw=-160.89, ch3percent=66.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1665, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:44, systemid=3, lat=35.0733799, lon=129.0922663, alt=24.62, dist_traveled=null, wp_dist=604, dist_to_home=1.3462258296261631E7, vertical_speed=-0.734283, ground_speed=25.24668, wind_vel=0.17671476, airspeed=24.86902, gps_hdop=1.21, roll=27.70, pitch=-2.93, yaw=-147.74, ch3percent=61.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1617, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:45, systemid=3, lat=35.0731972, lon=129.0921001, alt=23.89, dist_traveled=null, wp_dist=580, dist_to_home=1.3462253185244316E7, vertical_speed=-0.37589255, ground_speed=25.339603, wind_vel=0.15941401, airspeed=24.89145, gps_hdop=1.21, roll=7.44, pitch=-3.05, yaw=-140.83, ch3percent=64.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1647, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:46, systemid=3, lat=35.0730247, lon=129.0919187, alt=23.608, dist_traveled=null, wp_dist=556, dist_to_home=1.3462246340909367E7, vertical_speed=0.20730607, ground_speed=25.523672, wind_vel=0.14233741, airspeed=25.078638, gps_hdop=1.21, roll=-5.84, pitch=-1.82, yaw=-140.07, ch3percent=69.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1698, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:47, systemid=3, lat=35.0728473, lon=129.0917396, alt=23.932, dist_traveled=null, wp_dist=531, dist_to_home=1.3462239916585067E7, vertical_speed=0.6402847, ground_speed=25.61213, wind_vel=0.12460897, airspeed=25.191992, gps_hdop=1.21, roll=-11.88, pitch=-0.86, yaw=-142.95, ch3percent=72.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1721, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 02:57:48] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:57:48, systemid=3, lat=35.0726607, lon=129.0915743, alt=24.653, dist_traveled=null, wp_dist=507, dist_to_home=1.3462235062832542E7, vertical_speed=0.8409991, ground_speed=25.647886, wind_vel=0.10913254, airspeed=25.238205, gps_hdop=1.21, roll=-13.53, pitch=-0.45, yaw=-147.12, ch3percent=72.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1720, waypoints=[], home_location={lat=0.0, lon=0.0}}
