[2025-04-09 18:23:28] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:23:28, systemid=3, lat=null, lon=null, alt=null, dist_traveled=null, wp_dist=null, dist_to_home=0.0, vertical_speed=0.04857224, ground_speed=24.978832, wind_vel=0.0, airspeed=24.91136, gps_hdop=0.0, roll=0.65, pitch=-2.21, yaw=32.64, ch3percent=null, ch9out=0.0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0.0, ch11out=0.0, ch12out=0.0, battery_voltage=0.0, battery_current=0.0, waypoints_count=0}
[2025-04-09 18:23:29] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:23:29, systemid=3, lat=35.0706748, lon=129.088855, alt=29.95, dist_traveled=null, wp_dist=484, dist_to_home=1.3462104224417333E7, vertical_speed=0.053866286, ground_speed=25.013739, wind_vel=0.01568925, airspeed=24.928976, gps_hdop=1.21, roll=0.40, pitch=-2.22, yaw=32.88, ch3percent=63.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1635}
[2025-04-09 18:24:10] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:10, systemid=3, lat=35.0699602, lon=129.090333, alt=29.601, dist_traveled=null, wp_dist=185, dist_to_home=1.3462259717688242E7, vertical_speed=0.09692501, ground_speed=24.978931, wind_vel=0.010376511, airspeed=24.951672, gps_hdop=1.21, roll=0.85, pitch=-2.11, yaw=-160.87, ch3percent=63.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1637}
[2025-04-09 18:24:11] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:11, systemid=3, lat=35.0697475, lon=129.0902429, alt=29.692, dist_traveled=null, wp_dist=160, dist_to_home=1.3462262291271739E7, vertical_speed=0.050268266, ground_speed=25.00909, wind_vel=0.011475667, airspeed=24.944998, gps_hdop=1.21, roll=0.46, pitch=-2.24, yaw=-160.65, ch3percent=63.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1635}
[2025-04-09 18:24:12] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:12, systemid=3, lat=35.0695343, lon=129.0901517, alt=29.755, dist_traveled=null, wp_dist=135, dist_to_home=1.346226479755748E7, vertical_speed=0.050642118, ground_speed=25.031282, wind_vel=0.012951691, airspeed=24.934797, gps_hdop=1.21, roll=0.02, pitch=-2.24, yaw=-160.50, ch3percent=63.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1636}
[2025-04-09 18:24:13] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:13, systemid=3, lat=35.0693225, lon=129.090061, alt=29.811, dist_traveled=null, wp_dist=110, dist_to_home=1.3462267279131E7, vertical_speed=0.03313091, ground_speed=25.04292, wind_vel=0.014094033, airspeed=24.973581, gps_hdop=1.21, roll=0.20, pitch=-2.19, yaw=-160.49, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1634}
[2025-04-09 18:24:14] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:14, systemid=3, lat=35.0691096, lon=129.0899697, alt=29.875, dist_traveled=null, wp_dist=85, dist_to_home=1.3462269762858167E7, vertical_speed=0.02996571, ground_speed=25.022552, wind_vel=0.014252979, airspeed=24.963194, gps_hdop=1.21, roll=-0.12, pitch=-2.27, yaw=-160.52, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1634}
[2025-04-09 18:24:15] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:15, systemid=3, lat=35.0688975, lon=129.0898791, alt=29.902, dist_traveled=null, wp_dist=60, dist_to_home=1.3462272266586503E7, vertical_speed=0.01024777, ground_speed=25.009918, wind_vel=0.014384483, airspeed=24.945972, gps_hdop=1.21, roll=0.12, pitch=-2.36, yaw=-160.51, ch3percent=63.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1635}
[2025-04-09 18:24:16] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:16, systemid=3, lat=35.0686852, lon=129.0897884, alt=29.909, dist_traveled=null, wp_dist=35, dist_to_home=1.346227477137371E7, vertical_speed=0.03813976, ground_speed=25.026186, wind_vel=0.014763891, airspeed=24.995802, gps_hdop=1.21, roll=0.17, pitch=-2.22, yaw=-160.47, ch3percent=63.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1636}
[2025-04-09 18:24:17] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:17, systemid=3, lat=35.0684752, lon=129.089691, alt=29.893, dist_traveled=null, wp_dist=265, dist_to_home=1.3462276615353847E7, vertical_speed=-0.1292894, ground_speed=25.090244, wind_vel=0.014938296, airspeed=25.014818, gps_hdop=1.21, roll=45.08, pitch=-0.09, yaw=-154.76, ch3percent=76.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1767}
[2025-04-09 18:24:18] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:18, systemid=3, lat=35.0682902, lon=129.0895337, alt=30.475, dist_traveled=null, wp_dist=241, dist_to_home=1.3462272343618926E7, vertical_speed=-0.09716275, ground_speed=25.063576, wind_vel=0.013492979, airspeed=25.061066, gps_hdop=1.21, roll=23.46, pitch=-2.38, yaw=-142.39, ch3percent=61.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1617}
[2025-04-09 18:24:19] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:19, systemid=3, lat=35.0681261, lon=129.0893451, alt=30.339, dist_traveled=null, wp_dist=216, dist_to_home=1.3462264507568244E7, vertical_speed=-0.06894879, ground_speed=25.045778, wind_vel=0.013402491, airspeed=25.042078, gps_hdop=1.21, roll=19.89, pitch=-2.07, yaw=-134.25, ch3percent=62.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1623}
[2025-04-09 18:24:20] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:20, systemid=3, lat=35.067982, lon=129.0891338, alt=30.202, dist_traveled=null, wp_dist=192, dist_to_home=1.3462253858758496E7, vertical_speed=-0.14786491, ground_speed=25.020155, wind_vel=0.012658425, airspeed=24.986246, gps_hdop=1.21, roll=14.05, pitch=-2.47, yaw=-128.21, ch3percent=61.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1618}
[2025-04-09 18:24:21] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:21, systemid=3, lat=35.0678533, lon=129.0889109, alt=30.022, dist_traveled=null, wp_dist=167, dist_to_home=1.3462241528936666E7, vertical_speed=-0.23642096, ground_speed=24.965374, wind_vel=0.010526677, airspeed=24.96587, gps_hdop=1.21, roll=7.58, pitch=-2.80, yaw=-124.13, ch3percent=62.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1621}
[2025-04-09 18:24:22] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:22, systemid=3, lat=35.0677318, lon=129.0886801, alt=29.877, dist_traveled=null, wp_dist=142, dist_to_home=1.3462228208880564E7, vertical_speed=-0.09870211, ground_speed=24.9686, wind_vel=0.00942553, airspeed=24.938002, gps_hdop=1.21, roll=3.04, pitch=-2.54, yaw=-122.08, ch3percent=62.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1629}
[2025-04-09 18:24:23] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:23, systemid=3, lat=35.0676133, lon=129.0884467, alt=29.826, dist_traveled=null, wp_dist=117, dist_to_home=1.3462214533200014E7, vertical_speed=-0.05238211, ground_speed=25.008503, wind_vel=0.00966833, airspeed=24.997168, gps_hdop=1.21, roll=-0.06, pitch=-2.51, yaw=-121.49, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1634}
[2025-04-09 18:24:24] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:24, systemid=3, lat=35.0674941, lon=129.0882127, alt=29.829, dist_traveled=null, wp_dist=92, dist_to_home=1.3462200840837969E7, vertical_speed=0.015981345, ground_speed=25.02979, wind_vel=0.010249594, airspeed=24.987196, gps_hdop=1.21, roll=-2.04, pitch=-2.39, yaw=-121.81, ch3percent=63.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1633}
[2025-04-09 18:24:25] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:25, systemid=3, lat=35.0673727, lon=129.0879804, alt=29.857, dist_traveled=null, wp_dist=66, dist_to_home=1.3462187392015558E7, vertical_speed=-0.005256867, ground_speed=25.064026, wind_vel=0.012246086, airspeed=24.944363, gps_hdop=1.21, roll=-2.68, pitch=-2.41, yaw=-122.43, ch3percent=63.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1636}
[2025-04-09 18:24:26] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:26, systemid=3, lat=35.0672482, lon=129.0877503, alt=29.871, dist_traveled=null, wp_dist=41, dist_to_home=1.346217427029053E7, vertical_speed=0.0039692614, ground_speed=25.099699, wind_vel=0.014376759, airspeed=25.012503, gps_hdop=1.21, roll=-2.74, pitch=-2.35, yaw=-123.33, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1634}
[2025-04-09 18:24:27] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:27, systemid=3, lat=35.0671211, lon=129.0875231, alt=29.917, dist_traveled=null, wp_dist=16, dist_to_home=1.3462161509877663E7, vertical_speed=0.033654194, ground_speed=25.065872, wind_vel=0.014716289, airspeed=24.975674, gps_hdop=1.21, roll=-2.31, pitch=-2.27, yaw=-124.32, ch3percent=63.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1633}
[2025-04-09 18:24:28] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:28, systemid=3, lat=35.0669925, lon=129.0872996, alt=29.929, dist_traveled=null, wp_dist=79, dist_to_home=1.3462149125025375E7, vertical_speed=0.020350555, ground_speed=25.006517, wind_vel=0.013519272, airspeed=24.993927, gps_hdop=1.21, roll=-1.71, pitch=-2.31, yaw=-124.89, ch3percent=63.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1635}
[2025-04-09 18:24:29] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:29, systemid=3, lat=35.0668737, lon=129.0870675, alt=29.835, dist_traveled=null, wp_dist=101, dist_to_home=1.3462135569949143E7, vertical_speed=0.12357174, ground_speed=25.235807, wind_vel=0.014121151, airspeed=25.043154, gps_hdop=1.21, roll=54.68, pitch=3.34, yaw=-111.07, ch3percent=95.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1958}
[2025-04-09 18:24:30] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:30, systemid=3, lat=35.0668375, lon=129.086795, alt=31.131, dist_traveled=null, wp_dist=79, dist_to_home=1.3462114798653884E7, vertical_speed=-0.2394312, ground_speed=25.042963, wind_vel=0.013150416, airspeed=25.11813, gps_hdop=1.21, roll=36.80, pitch=-2.28, yaw=-96.35, ch3percent=61.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1615}
[2025-04-09 18:24:31] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:31, systemid=3, lat=35.0668521, lon=129.0865211, alt=30.987, dist_traveled=null, wp_dist=957, dist_to_home=1.34620915230003E7, vertical_speed=-0.12693098, ground_speed=25.144932, wind_vel=0.0122332815, airspeed=25.114233, gps_hdop=1.21, roll=52.82, pitch=-1.20, yaw=-77.89, ch3percent=75.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1759}
[2025-04-09 18:24:32] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:32, systemid=3, lat=35.0669709, lon=129.0862892, alt=31.779, dist_traveled=null, wp_dist=957, dist_to_home=1.3462066811253505E7, vertical_speed=2.0105777, ground_speed=25.514767, wind_vel=0.013155778, airspeed=25.62978, gps_hdop=1.21, roll=53.21, pitch=4.83, yaw=-41.94, ch3percent=70.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1706}
[2025-04-09 18:24:33] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:33, systemid=3, lat=35.0671658, lon=129.086145, alt=32.607, dist_traveled=null, wp_dist=946, dist_to_home=1.3462045753811674E7, vertical_speed=-0.14551544, ground_speed=25.297594, wind_vel=0.012363505, airspeed=25.3207, gps_hdop=1.21, roll=52.16, pitch=-0.15, yaw=-23.82, ch3percent=63.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1633}
[2025-04-09 18:24:34] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:34, systemid=3, lat=35.0673874, lon=129.0860962, alt=32.293, dist_traveled=null, wp_dist=928, dist_to_home=1.3462031308652384E7, vertical_speed=-0.43789297, ground_speed=25.139341, wind_vel=0.01103106, airspeed=25.143606, gps_hdop=1.21, roll=48.32, pitch=-1.02, yaw=-1.61, ch3percent=59.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1591}
[2025-04-09 18:24:35] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:35, systemid=3, lat=35.0676084, lon=129.0861438, alt=31.582, dist_traveled=null, wp_dist=905, dist_to_home=1.3462024841922766E7, vertical_speed=-0.92035663, ground_speed=24.9298, wind_vel=0.010190325, airspeed=24.980955, gps_hdop=1.21, roll=41.22, pitch=-2.66, yaw=16.25, ch3percent=55.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1555}
[2025-04-09 18:24:36] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:36, systemid=3, lat=35.067809, lon=129.0862628, alt=30.527, dist_traveled=null, wp_dist=881, dist_to_home=1.3462025222846553E7, vertical_speed=-1.0614326, ground_speed=24.822725, wind_vel=0.0099908635, airspeed=24.840818, gps_hdop=1.21, roll=30.23, pitch=-3.70, yaw=30.08, ch3percent=55.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1550}
[2025-04-09 18:24:37] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:37, systemid=3, lat=35.0679867, lon=129.0864259, alt=29.512, dist_traveled=null, wp_dist=856, dist_to_home=1.3462030317488607E7, vertical_speed=-0.8870011, ground_speed=24.794764, wind_vel=0.012368685, airspeed=24.807732, gps_hdop=1.21, roll=16.86, pitch=-4.05, yaw=39.18, ch3percent=57.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1575}
[2025-04-09 18:24:38] {GCS_IP=13.213.62.184, timestamp=2025-04-09 18:24:38, systemid=3, lat=35.0681496, lon=129.0866106, alt=28.783, dist_traveled=null, wp_dist=832, dist_to_home=1.3462037889343427E7, vertical_speed=-0.5588351, ground_speed=24.845251, wind_vel=0.013477968, airspeed=24.799232, gps_hdop=1.21, roll=5.29, pitch=-3.63, yaw=43.69, ch3percent=61.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, waypoints=[], home_location={lon=0.0, lat=0.0}, ch3out=1613}
