[2025-04-10 05:38:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:38:55, systemid=3, lat=35.0735392, lon=129.0923347, alt=26.945, dist_traveled=null, wp_dist=622, dist_to_home=1.346225644328562E7, vertical_speed=-0.6108834, ground_speed=24.216747, wind_vel=0.0, airspeed=23.737926, gps_hdop=1.21, roll=40.15, pitch=-1.64, yaw=-158.49, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599}
[2025-04-10 05:38:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:38:56, systemid=3, lat=35.0732571, lon=129.0921317, alt=25.852, dist_traveled=null, wp_dist=586, dist_to_home=1.3462252973413214E7, vertical_speed=-0.64225817, ground_speed=24.48276, wind_vel=0.16378291, airspeed=23.949543, gps_hdop=1.21, roll=17.31, pitch=-3.16, yaw=-144.43, ch3percent=60.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1606, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:41:52] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:41:52, systemid=3, lat=35.0710266, lon=129.0907691, alt=29.253, dist_traveled=null, wp_dist=311, dist_to_home=1.3462245524380898E7, vertical_speed=0.1570976, ground_speed=25.337502, wind_vel=0.09501454, airspeed=24.85837, gps_hdop=1.21, roll=0.80, pitch=-1.99, yaw=-162.43, ch3percent=66.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1664, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:41:53] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:41:53, systemid=3, lat=35.0708099, lon=129.0906839, alt=29.435, dist_traveled=null, wp_dist=285, dist_to_home=1.3462248690673921E7, vertical_speed=0.16466898, ground_speed=25.341919, wind_vel=0.10053135, airspeed=24.895592, gps_hdop=1.21, roll=1.04, pitch=-2.00, yaw=-162.04, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:41:54] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:41:54, systemid=3, lat=35.0705936, lon=129.0905971, alt=29.582, dist_traveled=null, wp_dist=260, dist_to_home=1.346225170611009E7, vertical_speed=0.052262813, ground_speed=25.303844, wind_vel=0.10740587, airspeed=24.911678, gps_hdop=1.21, roll=0.98, pitch=-2.26, yaw=-161.79, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:41:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:41:55, systemid=3, lat=35.0703788, lon=129.0905093, alt=29.635, dist_traveled=null, wp_dist=235, dist_to_home=1.3462254568430835E7, vertical_speed=0.052466195, ground_speed=25.295254, wind_vel=0.11584776, airspeed=24.900335, gps_hdop=1.21, roll=0.85, pitch=-2.24, yaw=-161.37, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:41:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:41:56, systemid=3, lat=35.0701634, lon=129.0904195, alt=29.727, dist_traveled=null, wp_dist=209, dist_to_home=1.3462257293939918E7, vertical_speed=0.02791004, ground_speed=25.333748, wind_vel=0.12350607, airspeed=24.913414, gps_hdop=1.21, roll=0.61, pitch=-2.32, yaw=-161.06, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:41:57] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:41:57, systemid=3, lat=35.0699476, lon=129.0903284, alt=29.791, dist_traveled=null, wp_dist=184, dist_to_home=1.346225993095431E7, vertical_speed=0.06397589, ground_speed=25.35947, wind_vel=0.1314677, airspeed=24.952477, gps_hdop=1.21, roll=0.17, pitch=-2.28, yaw=-160.98, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:41:58] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:41:58, systemid=3, lat=35.0697322, lon=129.0902369, alt=29.866, dist_traveled=null, wp_dist=158, dist_to_home=1.3462262516066145E7, vertical_speed=0.06667881, ground_speed=25.363077, wind_vel=0.13939779, airspeed=24.931843, gps_hdop=1.21, roll=0.31, pitch=-2.33, yaw=-160.99, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:41:59] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:41:59, systemid=3, lat=35.0695161, lon=129.090145, alt=29.942, dist_traveled=null, wp_dist=133, dist_to_home=1.3462265101010367E7, vertical_speed=0.02287676, ground_speed=25.393864, wind_vel=0.14621654, airspeed=24.915228, gps_hdop=1.21, roll=0.14, pitch=-2.45, yaw=-160.79, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:00] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:00, systemid=3, lat=35.0693006, lon=129.0900529, alt=29.967, dist_traveled=null, wp_dist=108, dist_to_home=1.3462267641138362E7, vertical_speed=0.01826411, ground_speed=25.395842, wind_vel=0.1528644, airspeed=24.925404, gps_hdop=1.21, roll=0.12, pitch=-2.40, yaw=-160.79, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:01, systemid=3, lat=35.069085, lon=129.0899609, alt=29.989, dist_traveled=null, wp_dist=82, dist_to_home=1.3462270194112474E7, vertical_speed=0.012471735, ground_speed=25.40054, wind_vel=0.15953332, airspeed=24.899822, gps_hdop=1.21, roll=0.02, pitch=-2.48, yaw=-160.77, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:02, systemid=3, lat=35.0688696, lon=129.089869, alt=30.019, dist_traveled=null, wp_dist=57, dist_to_home=1.3462272745823478E7, vertical_speed=0.0076673254, ground_speed=25.410063, wind_vel=0.16629186, airspeed=24.910702, gps_hdop=1.21, roll=-0.07, pitch=-2.45, yaw=-160.81, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:03, systemid=3, lat=35.0686541, lon=129.0897772, alt=30.029, dist_traveled=null, wp_dist=283, dist_to_home=1.3462275310380802E7, vertical_speed=-0.0072142878, ground_speed=25.408388, wind_vel=0.17313565, airspeed=24.931156, gps_hdop=1.21, roll=5.64, pitch=-2.53, yaw=-159.66, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:04, systemid=3, lat=35.068444, lon=129.0896693, alt=30.038, dist_traveled=null, wp_dist=261, dist_to_home=1.3462276293132853E7, vertical_speed=1.0465475, ground_speed=25.558279, wind_vel=0.17813446, airspeed=25.051962, gps_hdop=1.21, roll=29.19, pitch=1.39, yaw=-147.89, ch3percent=77.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1773, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:05, systemid=3, lat=35.0682594, lon=129.0895031, alt=30.521, dist_traveled=null, wp_dist=237, dist_to_home=1.3462271268595768E7, vertical_speed=-0.1364184, ground_speed=25.49491, wind_vel=0.18378171, airspeed=25.060987, gps_hdop=1.21, roll=26.24, pitch=-1.78, yaw=-139.20, ch3percent=64.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1649, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:06, systemid=3, lat=35.0680965, lon=129.0893071, alt=30.432, dist_traveled=null, wp_dist=212, dist_to_home=1.3462262765816996E7, vertical_speed=-0.24502568, ground_speed=25.428345, wind_vel=0.18748058, airspeed=24.995281, gps_hdop=1.21, roll=17.69, pitch=-2.68, yaw=-131.59, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1639, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:07, systemid=3, lat=35.0679528, lon=129.0890901, alt=30.19, dist_traveled=null, wp_dist=187, dist_to_home=1.34622516280965E7, vertical_speed=-0.19939876, ground_speed=25.419302, wind_vel=0.18904711, airspeed=24.95467, gps_hdop=1.21, roll=11.05, pitch=-2.74, yaw=-126.47, ch3percent=64.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1644, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:08, systemid=3, lat=35.0678225, lon=129.0888603, alt=29.974, dist_traveled=null, wp_dist=161, dist_to_home=1.3462238804454751E7, vertical_speed=-0.15869878, ground_speed=25.448515, wind_vel=0.18958603, airspeed=24.988558, gps_hdop=1.21, roll=5.69, pitch=-2.76, yaw=-123.36, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:09, systemid=3, lat=35.0676994, lon=129.0886242, alt=29.835, dist_traveled=null, wp_dist=136, dist_to_home=1.3462225122525182E7, vertical_speed=-0.046831712, ground_speed=25.460419, wind_vel=0.18976465, airspeed=24.996538, gps_hdop=1.21, roll=1.48, pitch=-2.56, yaw=-121.97, ch3percent=65.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1651, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:10, systemid=3, lat=35.0675787, lon=129.0883866, alt=29.781, dist_traveled=null, wp_dist=110, dist_to_home=1.346221120390048E7, vertical_speed=-0.009575927, ground_speed=25.471249, wind_vel=0.19018005, airspeed=24.987185, gps_hdop=1.21, roll=-0.96, pitch=-2.50, yaw=-121.90, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:11, systemid=3, lat=35.0674576, lon=129.0881502, alt=29.777, dist_traveled=null, wp_dist=85, dist_to_home=1.3462197402928442E7, vertical_speed=0.004173282, ground_speed=25.445837, wind_vel=0.19168666, airspeed=24.999868, gps_hdop=1.21, roll=-2.18, pitch=-2.34, yaw=-122.30, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:12, systemid=3, lat=35.0673343, lon=129.0879159, alt=29.811, dist_traveled=null, wp_dist=60, dist_to_home=1.3462183878481152E7, vertical_speed=0.026238875, ground_speed=25.422878, wind_vel=0.19394024, airspeed=24.992697, gps_hdop=1.21, roll=-2.79, pitch=-2.33, yaw=-123.18, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:13, systemid=3, lat=35.0672075, lon=129.0876833, alt=29.851, dist_traveled=null, wp_dist=34, dist_to_home=1.346217065870315E7, vertical_speed=0.03502947, ground_speed=25.432228, wind_vel=0.1969607, airspeed=24.993452, gps_hdop=1.21, roll=-2.33, pitch=-2.36, yaw=-123.99, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:14, systemid=3, lat=35.0670774, lon=129.0874525, alt=29.885, dist_traveled=null, wp_dist=9, dist_to_home=1.346215774243331E7, vertical_speed=0.04105129, ground_speed=25.453005, wind_vel=0.2000697, airspeed=25.016857, gps_hdop=1.21, roll=-2.33, pitch=-2.39, yaw=-124.81, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:15, systemid=3, lat=35.0669447, lon=129.0872237, alt=29.938, dist_traveled=null, wp_dist=113, dist_to_home=1.346214511324549E7, vertical_speed=-0.09109171, ground_speed=25.447628, wind_vel=0.20321918, airspeed=24.945562, gps_hdop=1.21, roll=46.39, pitch=-3.65, yaw=-121.13, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:16, systemid=3, lat=35.066856, lon=129.0869675, alt=30.454, dist_traveled=null, wp_dist=93, dist_to_home=1.3462128155106077E7, vertical_speed=1.3520662, ground_speed=25.564484, wind_vel=0.20619848, airspeed=25.206823, gps_hdop=1.21, roll=32.12, pitch=0.41, yaw=-99.60, ch3percent=68.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1683, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:17, systemid=3, lat=35.0668359, lon=129.0866903, alt=31.011, dist_traveled=null, wp_dist=71, dist_to_home=1.3462106239071969E7, vertical_speed=0.056049284, ground_speed=25.488125, wind_vel=0.20983532, airspeed=25.069904, gps_hdop=1.21, roll=41.21, pitch=-0.35, yaw=-85.49, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:18, systemid=3, lat=35.066884, lon=129.0864169, alt=30.944, dist_traveled=null, wp_dist=959, dist_to_home=1.3462081429333445E7, vertical_speed=1.2728732, ground_speed=26.081076, wind_vel=0.21129504, airspeed=25.585552, gps_hdop=1.21, roll=56.97, pitch=4.43, yaw=-51.97, ch3percent=99.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1997, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:19, systemid=3, lat=35.0670481, lon=129.0862194, alt=32.412, dist_traveled=null, wp_dist=953, dist_to_home=1.3462057424450701E7, vertical_speed=0.44224975, ground_speed=25.7874, wind_vel=0.20781109, airspeed=25.460323, gps_hdop=1.21, roll=52.56, pitch=0.70, yaw=-31.11, ch3percent=67.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1676, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:20, systemid=3, lat=35.0672602, lon=129.0861074, alt=32.602, dist_traveled=null, wp_dist=939, dist_to_home=1.3462038213801865E7, vertical_speed=-0.3008918, ground_speed=25.605257, wind_vel=0.20093419, airspeed=25.22696, gps_hdop=1.21, roll=50.76, pitch=-0.61, yaw=-8.91, ch3percent=64.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1645, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:21, systemid=3, lat=35.0674888, lon=129.0860997, alt=32.159, dist_traveled=null, wp_dist=919, dist_to_home=1.3462026829047639E7, vertical_speed=-0.78749096, ground_speed=25.377247, wind_vel=0.191265, airspeed=25.02531, gps_hdop=1.21, roll=44.77, pitch=-2.21, yaw=10.48, ch3percent=59.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1590, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:22, systemid=3, lat=35.0677054, lon=129.0861804, alt=31.24, dist_traveled=null, wp_dist=895, dist_to_home=1.3462023298991228E7, vertical_speed=-1.0570496, ground_speed=25.222416, wind_vel=0.17844157, airspeed=24.805305, gps_hdop=1.21, roll=35.23, pitch=-3.39, yaw=25.98, ch3percent=57.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1572, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:23, systemid=3, lat=35.0678996, lon=129.0863241, alt=30.096, dist_traveled=null, wp_dist=870, dist_to_home=1.3462026017856117E7, vertical_speed=-1.0045733, ground_speed=25.20934, wind_vel=0.16462103, airspeed=24.764265, gps_hdop=1.21, roll=22.21, pitch=-4.05, yaw=36.85, ch3percent=58.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1585, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:24, systemid=3, lat=35.0680725, lon=129.086503, alt=29.066, dist_traveled=null, wp_dist=845, dist_to_home=1.346203264119701E7, vertical_speed=-0.67837673, ground_speed=25.29515, wind_vel=0.1492665, airspeed=24.773643, gps_hdop=1.21, roll=9.07, pitch=-3.71, yaw=42.83, ch3percent=61.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1616, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:25, systemid=3, lat=35.0682354, lon=129.0866978, alt=28.452, dist_traveled=null, wp_dist=820, dist_to_home=1.3462041045940075E7, vertical_speed=-0.25970975, ground_speed=25.41752, wind_vel=0.13433439, airspeed=24.893164, gps_hdop=1.21, roll=-0.49, pitch=-2.99, yaw=44.76, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:26, systemid=3, lat=35.0683972, lon=129.0868942, alt=28.279, dist_traveled=null, wp_dist=795, dist_to_home=1.346204963423083E7, vertical_speed=0.059028063, ground_speed=25.454527, wind_vel=0.117899634, airspeed=24.94086, gps_hdop=1.21, roll=-5.33, pitch=-2.21, yaw=44.04, ch3percent=67.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1670, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:27, systemid=3, lat=35.0685631, lon=129.087085, alt=28.368, dist_traveled=null, wp_dist=770, dist_to_home=1.3462057567750324E7, vertical_speed=0.18762276, ground_speed=25.453678, wind_vel=0.10119495, airspeed=24.997896, gps_hdop=1.21, roll=-6.96, pitch=-1.86, yaw=41.99, ch3percent=67.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1676, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:28, systemid=3, lat=35.0687359, lon=129.0872682, alt=28.58, dist_traveled=null, wp_dist=745, dist_to_home=1.3462064549884817E7, vertical_speed=0.26925302, ground_speed=25.462831, wind_vel=0.08617003, airspeed=25.065018, gps_hdop=1.21, roll=-7.32, pitch=-1.72, yaw=39.55, ch3percent=67.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1677, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:29, systemid=3, lat=35.0689152, lon=129.0874423, alt=28.901, dist_traveled=null, wp_dist=719, dist_to_home=1.3462070475741077E7, vertical_speed=0.2324269, ground_speed=25.44568, wind_vel=0.07271691, airspeed=24.980356, gps_hdop=1.21, roll=-6.14, pitch=-1.76, yaw=37.41, ch3percent=66.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1668, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:30, systemid=3, lat=35.0691001, lon=129.0876085, alt=29.161, dist_traveled=null, wp_dist=694, dist_to_home=1.346207548660756E7, vertical_speed=0.20040564, ground_speed=25.425138, wind_vel=0.061411083, airspeed=24.93058, gps_hdop=1.21, roll=-4.89, pitch=-1.89, yaw=35.54, ch3percent=66.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1665, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:31, systemid=3, lat=35.0692883, lon=129.0877674, alt=29.369, dist_traveled=null, wp_dist=668, dist_to_home=1.3462079740131473E7, vertical_speed=0.16177092, ground_speed=25.410152, wind_vel=0.05245331, airspeed=24.933096, gps_hdop=1.21, roll=-3.39, pitch=-1.94, yaw=34.07, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 05:42:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:42:32, systemid=3, lat=35.069479, lon=129.0879212, alt=29.54, dist_traveled=null, wp_dist=643, dist_to_home=1.3462083455368403E7, vertical_speed=0.09100214, ground_speed=25.39188, wind_vel=0.045956478, airspeed=24.870724, gps_hdop=1.21, roll=-2.04, pitch=-2.15, yaw=33.13, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
