[2025-04-10 04:38:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:08, systemid=3, lat=35.0674927, lon=129.086094, alt=31.895, dist_traveled=null, wp_dist=919, dist_to_home=1.3462026175565667E7, vertical_speed=-0.6590012, ground_speed=25.542599, wind_vel=0.19297527, airspeed=25.180548, gps_hdop=1.21, roll=46.40, pitch=-1.66, yaw=6.71, ch3percent=59.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1597}
[2025-04-10 04:38:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:09, systemid=3, lat=35.0677081, lon=129.0861794, alt=31.023, dist_traveled=null, wp_dist=895, dist_to_home=1.3462023089553729E7, vertical_speed=-1.002894, ground_speed=25.274899, wind_vel=0.18045756, airspeed=24.963171, gps_hdop=1.21, roll=37.29, pitch=-3.01, yaw=22.89, ch3percent=57.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1570, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:10, systemid=3, lat=35.0681843, lon=129.0894238, alt=30.477, dist_traveled=null, wp_dist=226, dist_to_home=1.3462268260751791E7, vertical_speed=-0.12407366, ground_speed=25.425474, wind_vel=0.16819365, airspeed=25.019936, gps_hdop=1.21, roll=25.04, pitch=-1.81, yaw=-137.35, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:11, systemid=3, lat=35.0680311, lon=129.0892169, alt=30.35, dist_traveled=null, wp_dist=201, dist_to_home=1.3462258402819945E7, vertical_speed=-0.22925493, ground_speed=25.40215, wind_vel=0.17236699, airspeed=24.992514, gps_hdop=1.21, roll=16.65, pitch=-2.54, yaw=-130.20, ch3percent=63.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1638, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:12, systemid=3, lat=35.0678947, lon=129.0889933, alt=30.129, dist_traveled=null, wp_dist=176, dist_to_home=1.3462246377435705E7, vertical_speed=-0.22972037, ground_speed=25.377037, wind_vel=0.17482403, airspeed=24.941462, gps_hdop=1.21, roll=9.86, pitch=-2.86, yaw=-125.49, ch3percent=64.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1644, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:13, systemid=3, lat=35.0677687, lon=129.0887607, alt=29.928, dist_traveled=null, wp_dist=150, dist_to_home=1.3462233120602865E7, vertical_speed=-0.11080045, ground_speed=25.416752, wind_vel=0.17644413, airspeed=24.982214, gps_hdop=1.21, roll=4.66, pitch=-2.64, yaw=-122.86, ch3percent=65.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1651, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:14, systemid=3, lat=35.0676472, lon=129.0885234, alt=29.823, dist_traveled=null, wp_dist=125, dist_to_home=1.346221926441182E7, vertical_speed=-0.04999021, ground_speed=25.428246, wind_vel=0.17802975, airspeed=24.970652, gps_hdop=1.21, roll=0.88, pitch=-2.60, yaw=-121.78, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:15, systemid=3, lat=35.0675268, lon=129.0882862, alt=29.814, dist_traveled=null, wp_dist=99, dist_to_home=1.3462205364614543E7, vertical_speed=0.023843886, ground_speed=25.450113, wind_vel=0.17991194, airspeed=24.986425, gps_hdop=1.21, roll=-1.34, pitch=-2.43, yaw=-121.78, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:16, systemid=3, lat=35.0674044, lon=129.0880493, alt=29.819, dist_traveled=null, wp_dist=74, dist_to_home=1.3462191583489994E7, vertical_speed=0.041092094, ground_speed=25.469542, wind_vel=0.18241745, airspeed=25.012472, gps_hdop=1.21, roll=-2.50, pitch=-2.38, yaw=-122.49, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:17, systemid=3, lat=35.0672793, lon=129.087815, alt=29.867, dist_traveled=null, wp_dist=48, dist_to_home=1.3462178143637227E7, vertical_speed=0.016033337, ground_speed=25.470827, wind_vel=0.1854944, airspeed=25.017914, gps_hdop=1.21, roll=-2.68, pitch=-2.40, yaw=-123.13, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:18, systemid=3, lat=35.0671513, lon=129.0875829, alt=29.898, dist_traveled=null, wp_dist=23, dist_to_home=1.3462165021471705E7, vertical_speed=0.032357868, ground_speed=25.468996, wind_vel=0.18919691, airspeed=25.009792, gps_hdop=1.21, roll=-2.79, pitch=-2.32, yaw=-124.32, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:19, systemid=3, lat=35.0670205, lon=129.0873537, alt=29.929, dist_traveled=null, wp_dist=85, dist_to_home=1.3462152270019006E7, vertical_speed=-0.026958833, ground_speed=25.464851, wind_vel=0.19327503, airspeed=24.964167, gps_hdop=1.21, roll=-1.50, pitch=-2.49, yaw=-124.99, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:20, systemid=3, lat=35.0668916, lon=129.087122, alt=29.913, dist_traveled=null, wp_dist=105, dist_to_home=1.3462139222912608E7, vertical_speed=0.44331723, ground_speed=25.770903, wind_vel=0.19602686, airspeed=25.143913, gps_hdop=1.21, roll=52.27, pitch=3.74, yaw=-109.67, ch3percent=84.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1846, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:21, systemid=3, lat=35.0668391, lon=129.086849, alt=31.089, dist_traveled=null, wp_dist=84, dist_to_home=1.346211917690152E7, vertical_speed=-0.17361464, ground_speed=25.545416, wind_vel=0.20012821, airspeed=25.139008, gps_hdop=1.21, roll=39.05, pitch=-1.87, yaw=-95.76, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1634, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:22, systemid=3, lat=35.0668409, lon=129.0865693, alt=31.061, dist_traveled=null, wp_dist=955, dist_to_home=1.3462096024828041E7, vertical_speed=0.06598627, ground_speed=25.577076, wind_vel=0.20349424, airspeed=25.129086, gps_hdop=1.21, roll=44.72, pitch=-0.95, yaw=-82.30, ch3percent=69.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1696, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:23, systemid=3, lat=35.0669362, lon=129.0863166, alt=31.403, dist_traveled=null, wp_dist=959, dist_to_home=1.3462070702722771E7, vertical_speed=1.9271022, ground_speed=25.952017, wind_vel=0.20472194, airspeed=25.657001, gps_hdop=1.21, roll=54.04, pitch=4.44, yaw=-40.81, ch3percent=79.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1792, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:24, systemid=3, lat=35.0671274, lon=129.0861569, alt=32.703, dist_traveled=null, wp_dist=949, dist_to_home=1.3462048540949224E7, vertical_speed=-0.0830904, ground_speed=25.703259, wind_vel=0.20141858, airspeed=25.330973, gps_hdop=1.21, roll=52.53, pitch=-0.19, yaw=-22.22, ch3percent=65.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1652, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:25, systemid=3, lat=35.0673495, lon=129.0860874, alt=32.528, dist_traveled=null, wp_dist=932, dist_to_home=1.3462032365116779E7, vertical_speed=-0.500879, ground_speed=25.502014, wind_vel=0.19603513, airspeed=25.119331, gps_hdop=1.21, roll=48.72, pitch=-1.26, yaw=-0.33, ch3percent=62.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1620, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:26, systemid=3, lat=35.0675754, lon=129.0861193, alt=31.889, dist_traveled=null, wp_dist=910, dist_to_home=1.3462024373181133E7, vertical_speed=-0.9559792, ground_speed=25.285685, wind_vel=0.1868966, airspeed=24.898518, gps_hdop=1.21, roll=41.37, pitch=-2.89, yaw=17.46, ch3percent=57.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1575, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:27, systemid=3, lat=35.0677832, lon=129.086229, alt=30.835, dist_traveled=null, wp_dist=885, dist_to_home=1.3462023648566687E7, vertical_speed=-1.1593897, ground_speed=25.167845, wind_vel=0.17478697, airspeed=24.757969, gps_hdop=1.21, roll=30.19, pitch=-4.03, yaw=30.99, ch3percent=57.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1573, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:28, systemid=3, lat=35.0679666, lon=129.0863882, alt=29.705, dist_traveled=null, wp_dist=860, dist_to_home=1.3462028153551357E7, vertical_speed=-0.9076791, ground_speed=25.149496, wind_vel=0.15865028, airspeed=24.748857, gps_hdop=1.21, roll=16.60, pitch=-4.15, yaw=40.08, ch3percent=59.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1592, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:29, systemid=3, lat=35.0681335, lon=129.0865737, alt=28.848, dist_traveled=null, wp_dist=835, dist_to_home=1.3462035603300693E7, vertical_speed=-0.47874394, ground_speed=25.244698, wind_vel=0.14098392, airspeed=24.790705, gps_hdop=1.21, roll=4.89, pitch=-3.52, yaw=44.46, ch3percent=62.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1626, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:30, systemid=3, lat=35.0682946, lon=129.0867692, alt=28.378, dist_traveled=null, wp_dist=810, dist_to_home=1.3462044150370475E7, vertical_speed=-0.15045533, ground_speed=25.382862, wind_vel=0.124338225, airspeed=24.90984, gps_hdop=1.21, roll=-2.74, pitch=-2.86, yaw=45.17, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:31, systemid=3, lat=35.068458, lon=129.0869645, alt=28.263, dist_traveled=null, wp_dist=785, dist_to_home=1.3462052572653875E7, vertical_speed=0.14811738, ground_speed=25.482086, wind_vel=0.10816382, airspeed=25.00063, gps_hdop=1.21, roll=-6.22, pitch=-2.11, yaw=43.80, ch3percent=67.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1675, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:32, systemid=3, lat=35.0686269, lon=129.0871535, alt=28.429, dist_traveled=null, wp_dist=760, dist_to_home=1.3462060216599341E7, vertical_speed=0.27509716, ground_speed=25.519423, wind_vel=0.093639836, airspeed=25.02093, gps_hdop=1.21, roll=-7.43, pitch=-1.87, yaw=41.63, ch3percent=67.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1678, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:33, systemid=3, lat=35.0688024, lon=129.0873341, alt=28.704, dist_traveled=null, wp_dist=735, dist_to_home=1.3462066857291322E7, vertical_speed=0.28060094, ground_speed=25.52344, wind_vel=0.080240116, airspeed=25.03234, gps_hdop=1.21, roll=-7.12, pitch=-1.77, yaw=39.27, ch3percent=67.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1671, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:34, systemid=3, lat=35.0689838, lon=129.0875057, alt=28.968, dist_traveled=null, wp_dist=709, dist_to_home=1.3462072478168175E7, vertical_speed=0.2644198, ground_speed=25.518118, wind_vel=0.06929156, airspeed=25.023903, gps_hdop=1.21, roll=-5.90, pitch=-1.87, yaw=36.96, ch3percent=66.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1669, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:35, systemid=3, lat=35.0691701, lon=129.087669, alt=29.208, dist_traveled=null, wp_dist=684, dist_to_home=1.346207718398769E7, vertical_speed=0.16292138, ground_speed=25.490015, wind_vel=0.059752285, airspeed=24.991385, gps_hdop=1.21, roll=-4.28, pitch=-2.07, yaw=35.11, ch3percent=66.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1664, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:36, systemid=3, lat=35.0693597, lon=129.0878257, alt=29.413, dist_traveled=null, wp_dist=658, dist_to_home=1.3462081190193528E7, vertical_speed=0.10351584, ground_speed=25.450388, wind_vel=0.052432932, airspeed=24.936342, gps_hdop=1.21, roll=-2.81, pitch=-2.16, yaw=33.85, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:37, systemid=3, lat=35.0695511, lon=129.0879775, alt=29.53, dist_traveled=null, wp_dist=633, dist_to_home=1.3462084707526773E7, vertical_speed=0.0953625, ground_speed=25.415026, wind_vel=0.04788433, airspeed=24.950552, gps_hdop=1.21, roll=-1.36, pitch=-2.07, yaw=33.05, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:38, systemid=3, lat=35.0697443, lon=129.0881273, alt=29.626, dist_traveled=null, wp_dist=607, dist_to_home=1.346208797514551E7, vertical_speed=0.05227995, ground_speed=25.3986, wind_vel=0.04690899, airspeed=24.931105, gps_hdop=1.21, roll=-0.54, pitch=-2.24, yaw=32.68, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:39, systemid=3, lat=35.0699371, lon=129.0882753, alt=29.69, dist_traveled=null, wp_dist=582, dist_to_home=1.3462091113008225E7, vertical_speed=0.09100794, ground_speed=25.397223, wind_vel=0.049080595, airspeed=24.929926, gps_hdop=1.21, roll=0.38, pitch=-2.18, yaw=32.55, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:40, systemid=3, lat=35.0701313, lon=129.0884244, alt=29.769, dist_traveled=null, wp_dist=557, dist_to_home=1.34620942756164E7, vertical_speed=0.040183235, ground_speed=25.409327, wind_vel=0.053662106, airspeed=24.936262, gps_hdop=1.21, roll=0.58, pitch=-2.22, yaw=32.67, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:41, systemid=3, lat=35.0703236, lon=129.0885732, alt=29.852, dist_traveled=null, wp_dist=531, dist_to_home=1.3462097502714783E7, vertical_speed=0.068998225, ground_speed=25.38771, wind_vel=0.059963033, airspeed=24.938477, gps_hdop=1.21, roll=0.97, pitch=-2.18, yaw=32.92, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:42, systemid=3, lat=35.0705159, lon=129.0887234, alt=29.892, dist_traveled=null, wp_dist=506, dist_to_home=1.3462100845139489E7, vertical_speed=0.017486462, ground_speed=25.364424, wind_vel=0.0679463, airspeed=24.968494, gps_hdop=1.21, roll=0.76, pitch=-2.24, yaw=33.14, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:43, systemid=3, lat=35.0707075, lon=129.0888745, alt=29.892, dist_traveled=null, wp_dist=480, dist_to_home=1.3462104294578103E7, vertical_speed=0.021935385, ground_speed=25.371058, wind_vel=0.07705497, airspeed=24.983349, gps_hdop=1.21, roll=0.54, pitch=-2.23, yaw=33.38, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:44, systemid=3, lat=35.0708992, lon=129.0890266, alt=29.925, dist_traveled=null, wp_dist=455, dist_to_home=1.346210782165179E7, vertical_speed=0.03325394, ground_speed=25.384638, wind_vel=0.08569013, airspeed=24.962357, gps_hdop=1.21, roll=0.46, pitch=-2.29, yaw=33.70, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:45, systemid=3, lat=35.0710912, lon=129.0891801, alt=29.962, dist_traveled=null, wp_dist=430, dist_to_home=1.3462111449938964E7, vertical_speed=0.075502604, ground_speed=25.428919, wind_vel=0.092813715, airspeed=24.949032, gps_hdop=1.21, roll=0.30, pitch=-2.29, yaw=33.64, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:46, systemid=3, lat=35.0712829, lon=129.0893335, alt=30.017, dist_traveled=null, wp_dist=404, dist_to_home=1.3462115083960421E7, vertical_speed=0.023139225, ground_speed=25.4542, wind_vel=0.099254936, airspeed=24.951473, gps_hdop=1.21, roll=0.30, pitch=-2.41, yaw=33.59, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:47, systemid=3, lat=35.0714745, lon=129.0894868, alt=30.034, dist_traveled=null, wp_dist=379, dist_to_home=1.3462118714310076E7, vertical_speed=-0.017453732, ground_speed=25.457281, wind_vel=0.10595055, airspeed=24.955326, gps_hdop=1.21, roll=0.35, pitch=-2.48, yaw=33.68, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:48] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:48, systemid=3, lat=35.0716655, lon=129.0896402, alt=30.037, dist_traveled=null, wp_dist=353, dist_to_home=1.3462122380997486E7, vertical_speed=-0.0038743818, ground_speed=25.458807, wind_vel=0.1132008, airspeed=24.96467, gps_hdop=1.21, roll=0.07, pitch=-2.40, yaw=33.73, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:49] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:49, systemid=3, lat=35.0718565, lon=129.0897936, alt=30.038, dist_traveled=null, wp_dist=328, dist_to_home=1.3462126047556795E7, vertical_speed=0.014095108, ground_speed=25.443975, wind_vel=0.1206953, airspeed=24.965952, gps_hdop=1.21, roll=0.14, pitch=-2.36, yaw=33.78, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:50:50] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:50:50, systemid=3, lat=35.0720466, lon=129.0899466, alt=30.016, dist_traveled=null, wp_dist=302, dist_to_home=1.3462129723333264E7, vertical_speed=-0.035353664, ground_speed=25.395536, wind_vel=0.1296774, airspeed=24.947102, gps_hdop=1.21, roll=-0.21, pitch=-2.43, yaw=33.80, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
